CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H024 2013 Março,20,2013,Março,2296926,2013-03-19,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,108,109,1,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H025 2013 Março,21,2013,Março,2296900,2013-03-19,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,4016,4310,294,294,Lido,,1989.86,1989.86,-376.09,,,3603.63,3603.63,0
H026 2013 Março,22,2013,Março,9912770,2013-03-19,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,1428,2148,720,720,Lido,,4912.65,4912.65,-928.48,,,8896.82,8896.82,0
H027 2013 Março,23,2013,Março,2296888,2013-03-19,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,4606,4776,170,170,Lido,,1173.77,1173.77,-221.85,,,2125.69,2125.69,0
H028 2013 Março,24,2013,Março,6205615,2013-03-19,A05S579084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H029 2013 Março,25,2013,Março,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1866,1869,3,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H030 2013 Março,26,2013,Março,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,5186,5646,460,460,,,1661.66,1661.66,-314.05,,,3009.27,3009.27,0
H032 2013 Março,27,2013,Março,2296659,2013-03-19,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,4482,5172,690,690,Lido,,4706.82,4706.82,-889.59,,,8524.05,8524.05,0
H033 2013 Março,28,2013,Março,2296667,2013-03-19,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,12907,13037,130,130,Lido,,863.94,863.94,-163.29,,,1564.59,1564.59,0
H034 2013 Março,29,2013,Março,8416621,2013-03-19,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,3818,3983,165,165,Lido,,1104.79,1104.79,-208.81,,,2000.77,2000.77,0
H035 2013 Março,30,2013,Março,2296845,2013-03-19,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2441,2442,1,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H037 2013 Março,31,2013,Março,6435548,2013-03-19,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5261,5369,108,108,Lido,,686.44,686.44,-129.74,,,1243.14,1243.14,0
H038 2013 Março,32,2013,Março,2296683,2013-03-19,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,38628,39072,444,444,Lido,,3019.01,3019.01,-570.59,,,5467.43,5467.43,0
H040 2013 Março,33,2013,Março,2296691,2013-03-19,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,9890,336,-9554,446,Lido,,3032.74,3032.74,-573.18,,,5492.3,5492.3,0
H041 2013 Março,34,2013,Março,2296810,2013-03-19,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,7790,7979,189,189,Médio,,1320.93,1320.93,-249.66,,,2392.2,2392.2,0
H042 2013 Março,35,2013,Março,2296802,2013-03-19,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,1822,2332,510,510,Lido,,3471.84,3471.84,-656.18,,,6287.5,6287.5,0
H043 2013 Março,36,2013,Março,6816860,2013-03-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,481,484,3,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Março,37,2013,Março,2296896,2013-03-19,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,2047,2263,216,216,Lido,,1454.71,1454.71,-274.93,,,2634.49,2634.49,0
H045 2013 Março,38,2013,Março,2296772,2013-03-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,181,190,9,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H046 2013 Março,39,2013,Março,2296780,2013-03-19,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,5558,5785,227,227,Lido,,1530.18,1530.18,-289.2,,,2771.16,2771.16,0
H047 2013 Março,40,2013,Março,2296837,2013-03-19,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,193,598,405,405,Lido,,2751.44,2751.44,-520.03,,,4982.85,4982.85,0
H048 2013 Março,41,2013,Março,2296764,2013-03-19,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,2991,3219,228,228,Lido,,1537.04,1537.04,-290.5,,,2783.58,2783.58,0
H049 2013 Março,42,2013,Março,9197478,2013-03-19,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,589,744,155,155,Lido,,1036.19,1036.19,-195.83,,,1876.55,1876.55,0
H050 2013 Março,43,2013,Março,2296748,2013-03-19,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2431,2504,73,73,Lido,,473.58,473.58,-89.5,,,857.66,857.66,0
H051 2013 Março,44,2013,Março,2296756,2013-03-19,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1712,1746,34,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Março,45,2013,Março,2296730,2013-03-19,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,7992,8580,588,588,Médio,,4959.04,4959.04,-937.26,,,8980.82,8980.82,0
H053 2013 Março,46,2013,Março,2296713,2013-03-19,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,7165,8759,1594,1594,Lido,,10909.16,10909.16,-2061.83,,,19756.49,19756.49,0
H054 2013 Março,47,2013,Março,6923020,2013-03-19,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,16579,16876,297,297,Lido,,2010.45,2010.45,-379.98,,,3640.92,3640.92,0
H055 2013 Março,48,2013,Março,2296705,2013-03-19,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,26011,29770,3759,3759,Lido,,28973.44,,-2737.99,,,26235.45,26235.45,0
H056 2013 Março,49,2013,Março,2296721,2013-03-19,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,69243,70751,1508,1508,Lido,,11537.64,11537.64,-2180.61,,,20894.67,20894.67,0
H057 2013 Março,50,2013,Março,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1470,1513,43,43,,,267.75,,-25.3,,,242.45,242.45,0
H058 2013 Março,51,2013,Março,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,1180,1703,523,523,,,3561.03,3561.03,-673.03,,,6449.03,6449.03,0
H059 2013 Março,52,2013,Março,2296675,2013-03-19,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,7941,8004,63,63,Lido,,404.97,404.97,-76.54,,,733.4,733.4,0
H061 2013 Março,53,2013,Março,2296870,2013-03-19,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4090,4300,210,210,Lido,,1483.6,1483.6,-280.41,,,2686.79,2686.79,0
H072 2013 Março,54,2013,Março,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,7778,8000,222,222,,,1495.87,,-141.36,,,1354.51,1354.51,0
H073 2013 Março,55,2013,Março,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4426,4490,64,64,,,411.83,,-38.92,,,372.91,372.91,0
H074 2013 Março,56,2013,Março,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,5501,6070,569,569,,,3876.64,,-366.35,,,3510.29,3510.29,0
H081 2013 Março,57,2013,Março,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,357,385,28,28,,,164.84,164.84,-31.15,,,298.53,298.53,0
H082 2013 Março,58,2013,Março,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5345,5590,245,245,,,1653.68,,-156.28,,,1497.4,1497.4,0
H083 2013 Março,59,2013,Março,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,406,435,29,29,,,171.7,171.7,-32.44,,,310.96,310.96,0
H084 2013 Março,60,2013,Março,9197419,2013-03-21,B10C000862,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,4852,5119,267,267,Lido,,1804.62,1804.62,-341.07,,,3268.17,3268.17,0
H085 2013 Março,61,2013,Março,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,66,79,13,13,,,61.92,,-5.85,,,56.07,56.07,0
H086 2013 Março,62,2013,Março,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,6,9,3,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Março,63,2013,Março,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3557,3581,24,24,,,137.39,,-12.97,,,124.42,124.42,0
H088 2013 Março,64,2013,Março,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,9,11,2,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Março,65,2013,Março,2347660,2013-03-21,A05C011683,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,30546,30763,217,217,Lido,,1461.57,1461.57,-276.23,,,2646.91,2646.91,0
H090 2013 Março,66,2013,Março,2347679,2013-03-21,Y11C068981,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,260,302,42,42,Lido,,260.89,260.89,-49.31,,,472.47,472.47,0
H106 2013 Março,67,2013,Março,14948508,2013-03-18,,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,28,38,10,10,Lido,,41.34,,-3.9,,,37.44,37.44,0
