CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,663.0,687.0,24.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,289.54,0.0,-27.37,0.0,0.0,262.17,10,2022-10-20
H002 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,1948.0,2011.0,63.0,LIDO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,796.43,0.0,-75.26,0.0,0.0,721.17,10,2022-10-20
H003 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,1809.0,2188.0,379.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,5433.49,0.0,-513.46,0.0,0.0,4920.03,10,2022-10-20
H004 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,508.0,530.0,22.0,LIDO,0,260.56,0.0,-24.63,0.0,0.0,235.93,10,2022-10-20
H005 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,3126.0,3362.0,236.0,LIDO,0,3361.42,0.0,-317.65,0.0,0.0,3043.77,10,2022-10-20
H006 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,15.0,15.0,0.0,LIDO,HIDRÔMETRO PARADO,35.08,0.0,-3.31,0.0,0.0,31.77,10,2022-10-20
H007 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,4747.0,4957.0,210.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,2984.68,0.0,-282.05,0.0,0.0,2702.63,10,2022-10-20
H008 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,49783.0,50059.0,276.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURAÇÃO LEITURA,3941.02,0.0,-372.43,0.0,0.0,3568.59,10,2022-10-20
H009 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,127.0,131.0,4.0,LIDO,0,55.72,0.0,-5.26,0.0,0.0,50.46,10,2022-10-20
H010 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1940.0,2011.0,71.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,970.57,0.0,-91.73,0.0,0.0,878.84,10,2022-10-20
H011 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,38293.0,38612.0,319.0,LIDO/REVISÃO,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA.,4564.09,0.0,-431.31,0.0,0.0,4132.78,10,2022-10-20
H014 2022 Outubro,Medidor não faturado pela UFSC,2022.0,Outubro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,76353.0,81160.0,4807.0,LIDO,CONFIRMAÇÃO LEITURA,67014.48,67014.48,-12665.74,0.0,0.0,121363.22,10,2022-10-20
H015 2022 Outubro,Medidor faturado pela UFSC,2022.0,Outubro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,178.0,179.0,1.0,LIDO,0,40.24,40.24,-7.59,0.0,0.0,72.89,10,2022-10-20
