CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H038 2015 Fevereiro,32,2015,Fevereiro,2296683,2015-02-19,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,3260,3400,140,140,Lido,,1068.2,1068.2,-201.89,,,1934.51,1934.51,0
H040 2015 Fevereiro,33,2015,Fevereiro,2296691,2015-02-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,6555,7116,561,561,Lido,,4374.27,4374.27,-826.75,,,7921.79,7921.79,0
H041 2015 Fevereiro,34,2015,Fevereiro,2296810,2015-02-19,C11C010608,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,1967,1993,26,26,Lido,,141.76,141.76,-26.8,,,256.72,256.72,0
H042 2015 Fevereiro,35,2015,Fevereiro,2296802,2015-02-19,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,11857,12154,297,297,Lido,,2301.1,2301.1,-434.91,,,4167.29,4167.29,0
H043 2015 Fevereiro,36,2015,Fevereiro,6816860,2015-02-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,619,619,0,10,Mínimo,,47.32,47.32,-8.95,,,85.69,85.69,0
H044 2015 Fevereiro,37,2015,Fevereiro,2296896,2015-02-19,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,9165,9467,302,302,Lido,,2340.37,2340.37,-442.33,,,4238.41,4238.41,0
H045 2015 Fevereiro,38,2015,Fevereiro,2296772,2015-02-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,449,465,16,16,Lido,,94.44,94.44,-17.86,,,171.02,171.02,0
H046 2015 Fevereiro,39,2015,Fevereiro,2296780,2015-02-19,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,3411,3507,96,96,Lido,,722.67,722.67,-136.58,,,1308.76,1308.76,0
H047 2015 Fevereiro,40,2015,Fevereiro,2296837,2015-02-19,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,14063,15030,967,967,Lido,,7562.55,7562.55,-1429.31,,,13695.79,13695.79,0
H048 2015 Fevereiro,41,2015,Fevereiro,2296764,2015-02-19,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,11986,12340,354,354,Lido,,2748.72,2748.72,-519.5,,,4977.94,4977.94,0
H049 2015 Fevereiro,42,2015,Fevereiro,9197478,2015-02-19,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,5624,5721,97,97,Lido,,730.52,730.52,-138.07,,,1322.97,1322.97,0
H050 2015 Fevereiro,43,2015,Fevereiro,2296748,2015-02-19,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,3066,5720,2654,2654,Lido,,20810.39,20810.39,-3933.17,,,37687.61,37687.61,0
H051 2015 Fevereiro,44,2015,Fevereiro,2296756,2015-02-19,,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,4,12,8,60,Mínimo,,283.92,283.92,-53.67,,,514.17,514.17,0
H052 2015 Fevereiro,45,2015,Fevereiro,2296730,2015-02-19,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,1.0,,,,1,10813,11367,554,554,Médio,,4319.3,4319.3,-816.35,,,7822.25,7822.25,0
H053 2015 Fevereiro,46,2015,Fevereiro,2296713,2015-02-19,C11C010440,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,1927,2032,105,105,Lido,,793.35,793.35,-149.94,,,1436.76,1436.76,0
H054 2015 Fevereiro,47,2015,Fevereiro,6923020,2015-02-19,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,5627,5914,287,287,Lido,,2222.57,2222.57,-420.06,,,4025.08,4025.08,0
H055 2015 Fevereiro,48,2015,Fevereiro,2296705,2015-02-19,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,30629,33812,3183,3183,Médio,,28055.67,,-2651.26,,,25404.41,25404.41,0
H056 2015 Fevereiro,49,2015,Fevereiro,2296721,2015-02-19,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,12075,12659,584,584,Lido,,5013.85,5013.85,-947.62,,,9080.08,9080.08,0
H057 2015 Fevereiro,50,2015,Fevereiro,2297108,,,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,2151,2160,9,10,,,47.32,,-4.47,,,42.85,42.85,0
H058 2015 Fevereiro,51,2015,Fevereiro,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,11850,12180,330,330,,,2560.25,2560.25,-483.88,,,4636.62,4636.62,0
H059 2015 Fevereiro,52,2015,Fevereiro,2296675,2015-02-19,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8761,8808,47,47,Informado,,337.88,337.88,-63.86,,,611.9,611.9,0
H060 2015 Fevereiro,53,2015,Fevereiro,5329663,2015-02-18,,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,1631,99,-1532,108,Lido,,816.9,816.9,-154.39,,,1479.41,1479.41,0
H061 2015 Fevereiro,54,2015,Fevereiro,2296870,2015-02-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4455,4933,478,478,Lido,,4074.08,4074.08,-769.99,,,7378.17,7378.17,0
H062 2015 Fevereiro,55,2015,Fevereiro,15023672,2015-02-19,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,5469,5469,0,210,Informado,,1617.9,,-152.9,,,1465.0,1465.0,0
H072 2015 Fevereiro,56,2015,Fevereiro,2297167,,,H072,CASAN,Florianópolis,CCA 1,,,,,0,4038,4270,232,232,,,1790.66,,-169.22,,,1621.44,1621.44,0
H073 2015 Fevereiro,57,2015,Fevereiro,2297175,2015-02-16,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,,,,,0,6353,6439,86,86,Lido,,644.14,,-60.87,,,583.27,583.27,0
H074 2015 Fevereiro,58,2015,Fevereiro,2297183,,,H074,CASAN,Florianópolis,CCA 2,,,,,0,18950,20172,1222,1222,,,9565.03,,-903.89,,,8661.14,8661.14,0
H076 2015 Fevereiro,59,2015,Fevereiro,2297361,,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,896,963,67,67,,,494.94,,-46.78,,,448.16,448.16,0
H081 2015 Fevereiro,60,2015,Fevereiro,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,904,945,41,41,,,290.76,290.76,-54.96,,,526.56,526.56,0
H082 2015 Fevereiro,61,2015,Fevereiro,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,3613,4133,520,520,,,4052.3,,-382.94,,,3669.36,3669.36,0
H083 2015 Fevereiro,62,2015,Fevereiro,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,,,,,0,569,572,3,10,,,47.32,47.32,-8.95,,,85.69,85.69,0
H084 2015 Fevereiro,63,2015,Fevereiro,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,3400,3736,336,336,,,2607.37,2607.37,-492.8,,,4721.94,4721.94,0
H085 2015 Fevereiro,64,2015,Fevereiro,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,,0,189,192,3,10,,,47.32,,-4.47,,,42.85,42.85,0
H086 2015 Fevereiro,65,2015,Fevereiro,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,,0,30,33,3,10,,,47.32,,-4.47,,,42.85,42.85,0
H087 2015 Fevereiro,66,2015,Fevereiro,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,,0,4387,4404,17,17,,,102.29,,-9.66,,,92.63,92.63,0
H088 2015 Fevereiro,67,2015,Fevereiro,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,,0,26,26,0,10,,,47.32,47.32,-8.95,,,85.69,85.69,0
H089 2015 Fevereiro,68,2015,Fevereiro,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,6824,7170,346,346,,,2685.89,2685.89,-507.64,,,4864.14,4864.14,0
H090 2015 Fevereiro,69,2015,Fevereiro,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,2286,2302,16,16,,,94.44,94.44,-17.86,,,171.02,171.02,0
H100 2015 Fevereiro,70,2015,Fevereiro,2134608,2015-02-19,C13S011801,H100,ÁGUAS DE JOINVILLE,Joinville,R. Pres. Prud. De Moraes - Joinville,1.0,,,,1,1094,1108,14,14,Lido,,65.13,52.1,-11.08,,,106.15,106.15,0
H101 2015 Fevereiro,71,2015,Fevereiro,2141582,2015-02-19,Y10S819731,H101,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 108 - Joinville",1.0,,,,1,45,43,-2,10,Mínimo,,40.01,,-3.78,,,36.23,36.23,0
H102 2015 Fevereiro,72,2015,Fevereiro,2278022,2015-02-19,A12G024427,H102,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (1) - Joinville,1.0,,1.0,,2,1729,1811,82,82,Lido,,492.17,,-46.51,,,445.66,445.66,0
H103 2015 Fevereiro,73,2015,Fevereiro,7039336,2015-02-19,A12G079417,H103,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 181 - Joinville",,,2.0,,2,281,288,7,20,Mínimo,,80.02,,-7.56,,,72.46,72.46,0
H104 2015 Fevereiro,74,2015,Fevereiro,7876009,2015-02-19,Y11G512276,H104,ÁGUAS DE JOINVILLE,Joinville,"R. João Vogelsanger, 200 - Joinville",1.0,,,,1,336,341,5,10,Mínimo,,40.01,,-3.78,,,36.23,36.23,0
H105 2015 Fevereiro,75,2015,Fevereiro,8686432,2015-02-19,Y10S819735,H105,ÁGUAS DE JOINVILLE,Joinville,R. João Colin (2) - Joinville,,,1.0,,1,38,52,14,14,Lido,,65.13,52.1,-11.08,,,106.15,106.15,0
H106 2015 Fevereiro,76,2015,Fevereiro,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,596,610,14,14,,,78.73,,-7.44,,,71.29,71.29,0
H200 2015 Fevereiro,77,2015,Fevereiro,15431797,2015-02-17,Y13F424343,H200,CASAN,Curitibanos,Curitibanos CEDUP,1.0,,,,1,453,493,40,40,Lido,,282.91,,-26.74,,,256.17,256.17,0
H300 2015 Fevereiro,78,2015,Fevereiro,196916,2015-03-03,X08S002632,H300,SAMAE Araranguá,Araranguá,Mato Alto,1.0,,,,1,5590,5633,43,43,Lido,,331.78,,,,9.32,341.1,341.1,0
H400 2015 Fevereiro,79,2015,Fevereiro,89548,2015-02-03,Y10N450699,H400,SAMAE Blumenau,Blumenau,"R. Pomerode, 710 - Blumenau",1.0,,,,1,833,857,24,24,Lido,,91.12,,,32.66,,123.78,123.78,0
