CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2013 Setembro,1,2013,Setembro,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1,0,0,0,1,2293.0,2337,44,,,293.34,,-27.72,,,265.62,9,2013-09-20
H002 2013 Setembro,2,2013,Setembro,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2,0,0,0,2,2636.0,2654,20,,,88.32,,-8.34,,,79.98,9,2013-09-20
H003 2013 Setembro,3,2013,Setembro,2297124,2013-09-19,,H003,CASAN,Florianópolis,Biotério Central,1,0,0,0,1,34879.0,36046,1167,Lido,,8523.7,,-805.49,,,7718.21,9,2013-09-20
H004 2013 Setembro,4,2013,Setembro,2297086,,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1,0,0,0,1,586.0,601,15,,,80.8,,-7.64,,,73.16,9,2013-09-20
H005 2013 Setembro,5,2013,Setembro,2297078,2013-09-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1,0,0,0,1,72.0,274,202,Lido,,1451.31,,-137.14,,,1314.17,9,2013-09-20
H006 2013 Setembro,6,2013,Setembro,9185569,,,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1,0,0,0,1,785.0,853,68,Lido,,469.24,,-44.34,,,424.9,9,2013-09-20
H007 2013 Setembro,7,2013,Setembro,9185550,,,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1,0,0,0,1,747.0,817,70,Lido,,483.89,,-45.74,,,438.15,9,2013-09-20
H008 2013 Setembro,8,2013,Setembro,2297159,2013-09-19,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1,0,0,0,1,204.0,797,593,Lido,,4316.91,,-407.95,,,3908.96,9,2013-09-20
H009 2013 Setembro,9,2013,Setembro,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1,0,0,0,1,498.0,547,49,,,329.99,,-31.18,,,298.81,9,2013-09-20
H010 2013 Setembro,10,2013,Setembro,2297132,2013-09-19,C09B271050,H010,CASAN,Florianópolis,ETUSC,1,0,0,0,1,1251.0,1281,30,Lido,,190.74,,-18.03,,,172.71,9,2013-09-20
H011 2013 Setembro,11,2013,Setembro,8149615,,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1,0,0,0,1,89.0,805,716,,,5218.36,,-493.13,,,4725.23,9,2013-09-20
H014 2013 Setembro,12,2013,Setembro,2296969,2013-09-19,J08CA00145,H014,CASAN,Florianópolis,Hospital Universitário,51,0,6,1,58,449362.0,460968,11606,Lido,,85072.12,85072.12,-16078.63,,,154065.61,9,2013-09-20
H015 2013 Setembro,13,2013,Setembro,2296918,2013-09-19,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,0,1,0,0,1,235.0,469,234,Médio,,2000.84,2000.84,-378.16,,,3623.52,9,2013-09-20
H017 2013 Setembro,14,2013,Setembro,2296950,2013-09-19,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1,0,0,0,1,209.0,1063,854,Lido,,6229.75,6229.75,-1177.43,,,11282.07,9,2013-09-20
H018 2013 Setembro,15,2013,Setembro,2296640,2013-09-19,A10C017754,H018,CASAN,Florianópolis,DAE,1,0,0,0,1,609.0,634,25,Lido,,154.09,154.09,-29.12,,,279.06,9,2013-09-20
H019 2013 Setembro,16,2013,Setembro,9097821,2013-09-19,B10C013879,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1,0,1,0,2,51.0,166,115,Lido,,798.74,798.74,-150.95,,,1446.53,9,2013-09-20
H020 2013 Setembro,17,2013,Setembro,2296829,2013-09-19,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1,0,0,0,1,526.0,1645,1119,Lido,,8171.91,8171.91,-1544.48,,,14799.34,9,2013-09-20
H021 2013 Setembro,18,2013,Setembro,2296632,2013-09-19,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2,0,0,0,2,645.0,668,23,Lido,,110.3,110.3,-20.85,,,199.75,9,2013-09-20
H023 2013 Setembro,19,2013,Setembro,2296934,2013-09-19,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2,0,1,0,3,169.0,511,342,Lido,,2540.07,2540.07,-480.07,,,4600.07,9,2013-09-20
H024 2013 Setembro,20,2013,Setembro,2296926,2013-09-19,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1,0,1,0,2,137.0,141,20,Mínimo,,88.32,88.32,-16.7,,,159.94,9,2013-09-20
H025 2013 Setembro,21,2013,Setembro,2296900,2013-09-19,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1,0,0,0,1,263.0,844,581,Lido,,4228.96,4228.96,-799.28,,,7658.64,9,2013-09-20
H026 2013 Setembro,22,2013,Setembro,9912770,2013-09-19,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1,0,0,0,1,2419.0,12,56,Informado,,381.29,381.29,-72.07,,,690.51,9,2013-09-20
H027 2013 Setembro,23,2013,Setembro,2296888,2013-09-19,C11C000341,H027,CASAN,Florianópolis,Colégio Aplicação,1,0,1,0,2,139.0,605,466,Lido,,3702.93,3702.93,-699.86,,,6706.0,9,2013-09-20
H028 2013 Setembro,24,2013,Setembro,6205615,2013-09-19,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1,0,0,0,1,7408.0,7408,10,Mínimo,,44.16,44.16,-8.34,,,79.98,9,2013-09-20
H029 2013 Setembro,25,2013,Setembro,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1,0,0,0,1,1874.0,1876,10,,,44.16,44.16,-8.34,,,79.98,9,2013-09-20
H030 2013 Setembro,26,2013,Setembro,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,0,0,0,0,0,3281.0,4471,1190,,,6750.32,6750.32,-1275.81,,,12224.83,9,2013-09-20
H032 2013 Setembro,27,2013,Setembro,2296659,2013-09-19,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1,0,0,0,1,8643.0,9375,732,Lido,,5335.62,5335.62,-1008.43,,,9662.81,9,2013-09-20
H033 2013 Setembro,28,2013,Setembro,2296667,2013-09-19,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1,0,1,0,2,98.0,370,272,Lido,,2097.77,2097.77,-396.49,,,3799.05,9,2013-09-20
H034 2013 Setembro,29,2013,Setembro,8416621,2013-09-19,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1,0,0,0,1,4810.0,4958,148,Lido,,1055.55,1055.55,-199.49,,,1911.61,9,2013-09-20
H035 2013 Setembro,30,2013,Setembro,2296845,2013-09-19,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1,0,0,0,1,2448.0,2451,65,Informado,,447.25,447.25,-84.54,,,809.96,9,2013-09-20
H037 2013 Setembro,31,2013,Setembro,6435548,2013-09-19,B10C016731,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1,0,0,1,2,61.0,165,104,Lido,,703.94,703.94,-133.05,,,1274.83,9,2013-09-20
H038 2013 Setembro,32,2013,Setembro,2296683,2013-09-19,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1,0,0,0,1,117.0,356,239,Lido,,1722.48,1722.48,-325.55,,,3119.41,9,2013-09-20
H040 2013 Setembro,33,2013,Setembro,2296691,2013-09-19,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1,0,0,0,1,233.0,750,517,Lido,,3759.91,3759.91,-710.62,,,6809.2,9,2013-09-20
H041 2013 Setembro,34,2013,Setembro,2296810,2013-09-19,C11C000641,H041,CASAN,Florianópolis,CCE 1 - Básico,1,0,1,0,2,128.0,393,265,Lido,,2039.85,2039.85,-385.54,,,3694.16,9,2013-09-20
H042 2013 Setembro,35,2013,Setembro,2296802,2013-09-19,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1,0,0,0,1,4771.0,5192,421,Lido,,3056.34,3056.34,-577.65,,,5535.03,9,2013-09-20
H043 2013 Setembro,36,2013,Setembro,6816860,2013-09-19,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1,0,0,0,1,518.0,527,10,Mínimo,,44.16,44.16,-8.34,,,79.98,9,2013-09-20
H044 2013 Setembro,37,2013,Setembro,2296896,2013-09-19,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1,0,0,0,1,3718.0,4252,534,Lido,,3884.5,3884.5,-734.17,,,7034.83,9,2013-09-20
H045 2013 Setembro,38,2013,Setembro,2296772,2013-09-19,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1,0,0,0,1,238.0,247,10,Mínimo,,44.16,44.16,-8.34,,,79.98,9,2013-09-20
H046 2013 Setembro,39,2013,Setembro,2296780,2013-09-19,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1,0,0,0,1,32.0,350,318,Lido,,2301.46,2301.46,-434.98,,,4167.94,9,2013-09-20
H047 2013 Setembro,40,2013,Setembro,2296837,2013-09-19,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1,0,0,0,1,144.0,428,284,Lido,,2052.28,2052.28,-387.89,,,3716.67,9,2013-09-20
H048 2013 Setembro,41,2013,Setembro,2296764,2013-09-19,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1,0,0,0,1,5092.0,5548,456,Lido,,3312.85,3312.85,-626.13,,,5999.57,9,2013-09-20
H049 2013 Setembro,42,2013,Setembro,9197478,2013-09-19,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1,0,0,0,1,250.0,523,273,Lido,,1971.66,1971.66,-372.64,,,3570.68,9,2013-09-20
