CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,119.0,123.0,4.0,LIDO,0,46.85,0.0,-4.43,0.0,0.0,42.42,6,2021-06-20
H002 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,395.0,449.0,54.0,LIDO,0,559.9,0.0,-52.92,0.0,0.0,506.98,6,2021-06-20
H003 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,23506.0,23636.0,130.0,LIDO/Revisão,0,1534.49,0.0,-145.0,0.0,0.0,1389.49,6,2021-06-20
H004 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,3799.0,3844.0,45.0,LIDO,0,499.19,0.0,-47.17,0.0,0.0,452.02,6,2021-06-20
H005 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,347.0,406.0,59.0,LIDO,0,669.71,0.0,-63.29,0.0,0.0,606.42,6,2021-06-20
H006 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,LIDO,HIDROMETRO PARADO,29.49,0.0,-2.78,0.0,0.0,26.71,6,2021-06-20
H007 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,3544.0,3599.0,55.0,LIDO/Revisão,Confirmação de leitura,620.99,0.0,-58.69,0.0,0.0,562.3,6,2021-06-20
H008 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,36118.0,36446.0,328.0,LIDO,0,3946.13,0.0,-372.9,0.0,0.0,3573.23,6,2021-06-20
H009 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,73.0,76.0,3.0,LIDO,0,42.51,0.0,-4.03,0.0,0.0,38.48,6,2021-06-20
H010 2021 Junho,Medidor faturado pela UFSC,2021.0,Junho,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1710.0,1714.0,4.0,LIDO,0,46.85,0.0,-4.43,0.0,0.0,42.42,6,2021-06-20
