CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2015 Setembro,1,2015,Setembro,2297094,2015-09-21 00:00:00,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1,0,0,0,1,3008,3039,31,,,237.57,,-22.45,,,215.12,9,2015-09-20
H002 2015 Setembro,2,2015,Setembro,2297116,2015-09-21 00:00:00,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2,0,0,0,2,3050,3056,20,,,105.94,,-10.02,,,95.92,9,2015-09-20
H003 2015 Setembro,3,2015,Setembro,2297124,2015-09-21 00:00:00,,H003,CASAN,Florianópolis,Biotério Central,1,0,0,0,1,424,761,337,,,2927.46,,-276.64,,,2650.82,9,2015-09-20
H004 2015 Setembro,4,2015,Setembro,2297086,2015-09-21 00:00:00,,H004,CASAN,Florianópolis,Almoxarifado Central,1,0,0,0,1,1864,1864,69,,,571.61,,-54.03,,,517.58,9,2015-09-20
H005 2015 Setembro,5,2015,Setembro,2297078,2015-09-21 00:00:00,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1,0,0,0,1,4509,4803,294,,,2549.47,,-240.91,,,2308.56,9,2015-09-20
H006 2015 Setembro,6,2015,Setembro,9185569,2015-09-21 00:00:00,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1,0,0,0,1,2250,2326,76,,,633.14,,-59.83,,,573.31,9,2015-09-20
H007 2015 Setembro,7,2015,Setembro,9185550,2015-09-21 00:00:00,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1,0,0,0,1,2211,2307,96,,,808.95,,-76.45,,,732.5,9,2015-09-20
H008 2015 Setembro,8,2015,Setembro,2297159,2015-09-21 00:00:00,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1,0,0,0,1,12031,12701,670,,,5854.7,,-553.28,,,5301.42,9,2015-09-20
H009 2015 Setembro,9,2015,Setembro,2297140,2015-09-21 00:00:00,,H009,CASAN,Florianópolis,Prefeitura Universitária,1,0,0,0,1,1391,1427,36,,,281.52,,-26.61,,,254.91,9,2015-09-20
H010 2015 Setembro,10,2015,Setembro,2297132,2015-09-21 00:00:00,C11C010472,H010,CASAN,Florianópolis,ETUSC,1,0,0,0,1,125,131,10,Informado,,52.97,,-5.0,,,47.97,9,2015-09-20
H011 2015 Setembro,11,2015,Setembro,8149615,2015-09-21 00:00:00,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1,0,0,0,1,20715,22034,1319,Lido,,11559.73,,-1092.4,,,10467.33,9,2015-09-20
H014 2015 Setembro,12,2015,Setembro,2296969,2015-09-21 00:00:00,,H014,CASAN,Florianópolis,Hospital Universitário,51,0,6,1,58,17626,31134,13508,,,119204.04,119204.04,-22529.56,,,215878.52,9,2015-09-20
H015 2015 Setembro,13,2015,Setembro,2296918,-,-,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,1,0,0,0,1,10016,10016,10,,,52.97,52.97,-10.02,,,95.92,9,2015-09-20
H017 2015 Setembro,14,2015,Setembro,2296950,2015-09-21 00:00:00,,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1,0,0,0,1,19855,896,1302,,,11410.3,11410.3,-2156.55,,,20664.05,9,2015-09-20
H018 2015 Setembro,15,2015,Setembro,2296640,2015-09-21 00:00:00,A13C043935,H018,CASAN,Florianópolis,DAE,1,0,0,0,1,189,228,39,Lido,,307.89,307.89,-58.19,,,557.59,9,2015-09-20
