CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,886.0,923.0,37.0,LIDO,OK,477.91,0.0,-45.17,0.0,0.0,432.74,6,2023-06-20
H002 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2323.0,2372.0,49.0,LIDO,OK,593.57,0.0,-56.1,0.0,0.0,537.47,6,2023-06-20
H003 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,4072.0,4424.0,352.0,LIDO,OK,5042.26,0.0,-476.49,0.0,0.0,4565.77,6,2023-06-20
H004 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,681.0,755.0,74.0,LIDO/REVISÃO,ALTO CONSUMO,1014.04,0.0,-95.82,0.0,0.0,918.22,6,2023-06-20
H005 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,4020.0,4103.0,83.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,1144.45,0.0,-108.14,0.0,0.0,1036.31,6,2023-06-20
H006 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,154.0,161.0,7.0,LIDO,ALTO CONSUMO,71.2,0.0,-6.73,0.0,0.0,64.47,6,2023-06-20
H007 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,5502.0,5610.0,108.0,LIDO,ALTO CONSUMO,1506.7,0.0,-142.38,0.0,0.0,1364.32,6,2023-06-20
H008 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,51504.0,51713.0,209.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,2970.19,0.0,-280.69,0.0,0.0,2689.5,6,2023-06-20
H009 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,20.0,20.0,0.0,LIDO,HIDRÔMETRO PARADO,35.08,0.0,-3.31,0.0,0.0,31.77,6,2023-06-20
H010 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2295.0,2338.0,43.0,MÉDIO,ELIMINE A ANORMALIDADE COSNTRUINDO ABRIGO,564.85,0.0,-53.38,0.0,0.0,511.47,6,2023-06-20
H011 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,40817.0,41163.0,346.0,LIDO,OK,4955.32,0.0,-468.28,0.0,0.0,4487.04,6,2023-06-20
H014 2023 Junho,Medidor não faturado pela UFSC,2023.0,Junho,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,122209.0,132388.0,10179.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,147876.09,147876.09,-27948.579999999998,0.0,0.0,267803.6,6,2023-06-20
H015 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,210.0,210.0,0.0,LIDO,HIDRÔMETRO PARADO,35.08,35.08,-6.63,0.0,0.0,63.53,6,2023-06-20
H017 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,1422.0,1833.0,411.0,LIDO,OK,6420.53,6420.53,-1213.48,0.0,0.0,11627.58,6,2023-06-20
H018 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,4693.0,4719.0,26.0,LIDO,OK,318.52,318.52,-60.2,0.0,0.0,576.84,6,2023-06-20
H019 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,10912.0,11011.0,99.0,LIDO/REVISÃO,CONFIRMAÇÃO LEITURA,1259.85,1259.85,-238.12,0.0,0.0,2281.58,6,2023-06-20
H020 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,1095.0,1400.0,305.0,LIDO,ALTO CONSUMO,4361.23,4361.23,-824.27,0.0,0.0,7898.19,6,2023-06-20
H021 2023 Junho,Medidor faturado pela UFSC,2023.0,Junho,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,6434.0,6561.0,127.0,LIDO,ALTO CONSUMO,1723.79,1723.79,-1239.03,0.0,0.0,2208.55,6,2023-06-20
