CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1265.0,1112.0,25.0,Informado,0.0,226.8,0.0,-21.43,0.0,0.0,205.37,6,2019-06-20
H002 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5834.0,5649.0,41.0,Lido,0.0,356.53,0.0,-33.7,0.0,0.0,322.83,6,2019-06-20
H003 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,17800.0,16238.0,363.0,Lido,0.0,3872.67,0.0,-365.97,0.0,0.0,3506.7,6,2019-06-20
H004 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2706.0,2044.0,41.0,Informado,0.0,399.39,0.0,-37.74,0.0,0.0,361.65,6,2019-06-20
H005 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19716.0,19291.0,73.0,Informado,0.0,744.56,0.0,-70.37,0.0,0.0,674.19,6,2019-06-20
H006 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,7.0,1.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,6,2019-06-20
H007 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,953.0,4214.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,6,2019-06-20
H008 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,29687.0,25528.0,813.0,Lido,0.0,8726.64,0.0,-824.67,0.0,0.0,7901.97,6,2019-06-20
H009 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,36.0,14.0,10.0,Mínimo,0.0,65.0,0.0,-6.14,0.0,0.0,58.86,6,2019-06-20
H010 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1542.0,1358.0,69.0,Lido,0.0,701.41,0.0,-66.28,0.0,0.0,635.13,6,2019-06-20
H011 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,35520.0,33542.0,631.0,LIdo,0.0,6763.48,0.0,-639.14,0.0,0.0,6124.34,6,2019-06-20
H014 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,619833.0,564221.0,11932.0,Lido,0.0,128819.25,128819.25,-24522.12,18124.11,0.0,251240.49,6,2019-06-20
H015 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,72.0,2123.0,44.0,Médio,0.0,431.75,431.75,-81.61,0.0,0.0,781.89,6,2019-06-20
H017 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,5516.0,2618.0,575.0,Lido,0.0,6159.43,6159.43,-1164.14,0.0,0.0,11154.72,6,2019-06-20
H018 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2807.0,2577.0,36.0,Lido,0.0,345.46,345.46,-65.29,0.0,0.0,625.63,6,2019-06-20
H019 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9097821.0,Trindade,C11C005250,H019,CASAN,Florianópolis - Trindade,CSE 2 - CSE 9 e 10 (Bl F e G),1.0,0.0,1.0,0.0,2.0,5325.0,4909.0,106.0,Lido,0.0,1066.0,1066.0,-201.48,0.0,0.0,1930.52,6,2019-06-20
H020 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296829.0,Trindade,C11C009540,H020,CASAN,Florianópolis - Trindade,"CSE 1 - CSE 1 ao 4 (Bl A, B, C e D) e CCJ 1 e 2 (Bl E e F)",1.0,0.0,0.0,0.0,1.0,9212.0,7938.0,841.0,Lido,0.0,9028.67,9028.67,-1706.41,0.0,0.0,16350.93,6,2019-06-20
H021 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296632.0,Trindade,B10C001813,H021,CASAN,Florianópolis - Trindade,Igrejinha UFSC (DAC 01 a 03 e DEX01),2.0,0.0,0.0,0.0,2.0,4436.0,3679.0,140.0,Lido,0.0,1424.4,1424.4,-269.21,0.0,0.0,2579.59,6,2019-06-20
H023 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296934.0,Trindade,B10C010114,H023,CASAN,Florianópolis - Trindade,Associação Volantes 1,1.0,0.0,0.0,0.0,1.0,10024.0,8963.0,288.0,Lido,0.0,3063.68,3063.68,-579.03,0.0,0.0,5548.33,6,2019-06-20
H024 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296926.0,Trindade,A96C161864,H024,CASAN,Florianópolis - Trindade,Associação Volantes 2,1.0,0.0,1.0,0.0,2.0,1.0,338.0,20.0,Informado,0.0,130.0,130.0,-24.57,0.0,0.0,235.43,6,2019-06-20
H025 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296900.0,Trindade,C11C001273,H025,CASAN,Florianópolis - Trindade,CFM  Bloco A,1.0,0.0,0.0,0.0,1.0,26455.0,23492.0,687.0,Informado,0.0,7367.53,7367.53,-1392.46,0.0,0.0,13342.6,6,2019-06-20
H026 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9912770.0,Trindade,A10C023447,H026,CASAN,Florianópolis - Trindade,CFM  Bloco B,1.0,0.0,0.0,0.0,1.0,405.0,197.0,57.0,Lido,0.0,571.97,571.97,-108.11,0.0,0.0,1035.83,6,2019-06-20
H027 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,16701186.0,Trindade,C11C009484,H027,CASAN,Florianópolis - Trindade,Colégio de Aplicação,1.0,0.0,0.0,0.0,1.0,49371.0,45678.0,1118.0,Lido,0.0,12016.56,12016.56,-2271.13,0.0,0.0,21761.99,6,2019-06-20
H028 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,6205615.0,Trindade,B10C017964,H028,CASAN,Florianópolis - Trindade,Nativas do Horto Botânico,1.0,0.0,0.0,0.0,1.0,1.0,104.0,10.0,Médio,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,6,2019-06-20
H029 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,7297220.0,Trindade,A08X051927,H029,CASAN,Florianópolis - Trindade,Moradia Estudantil - Portaria,1.0,0.0,0.0,0.0,1.0,2053.0,2037.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,6,2019-06-20
H030 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296276.0,Trindade,E11C000101,H030,CASAN,Florianópolis - Trindade,Moradia Estudantil,0.0,30.0,0.0,0.0,30.0,14699.0,10043.0,1197.0,Lido,0.0,10014.53,10014.53,-1892.74,0.0,0.0,18136.32,6,2019-06-20
H032 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296659.0,Trindade,C11C001576,H032,CASAN,Florianópolis - Trindade,Biblioteca Central,1.0,0.0,0.0,0.0,1.0,12630.0,10985.0,443.0,Lido,0.0,4735.6,4735.6,-895.03,0.0,0.0,8576.17,6,2019-06-20
H033 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296667.0,Trindade,B10C014063,H033,CASAN,Florianópolis - Trindade,"CTC - Salas de Aula, Eng. Elétrica, Produção - CTC 1 ao 5, ",1.0,0.0,1.0,0.0,2.0,851.0,8339.0,261.0,Lido,0.0,2953.55,2953.55,-558.22,0.0,0.0,5348.88,6,2019-06-20
H034 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,8416621.0,Trindade,B10C014069,H034,CASAN,Florianópolis - Trindade,CTC - Eng. Sanitária e Amb. - CTC 12 e 37,1.0,0.0,0.0,0.0,1.0,10538.0,9257.0,285.0,Lido,0.0,3031.32,3031.32,-572.93,0.0,0.0,5489.71,6,2019-06-20
H035 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296845.0,Trindade,B10C022164,H035,CASAN,Florianópolis - Trindade,CTC - Eng. Elétrica INEP - CTC 06,1.0,0.0,0.0,0.0,1.0,178.0,69.0,17.0,Lido,0.0,140.51,140.51,-26.56,0.0,0.0,254.46,6,2019-06-20
H037 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,6435548.0,Trindade,Y13F347112,H037,CASAN,Florianópolis - Trindade,"CTC - Eng. Mecânica - CTC 9, 10 e 37",1.0,0.0,0.0,1.0,2.0,8208.0,7574.0,121.0,Informado,0.0,1219.46,1219.46,-230.48,0.0,0.0,2208.44,6,2019-06-20
H038 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296683.0,Trindade,B10C014806,H038,CASAN,Florianópolis - Trindade,CTC - Eng. Mecânica CTC 11 Bloco B (Pavilhão) e CTC 31 INE,1.0,0.0,0.0,0.0,1.0,1056.0,11609.0,230.0,Médio,0.0,2438.06,2438.06,-460.78,0.0,0.0,4415.34,6,2019-06-20
H040 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296691.0,Trindade,C11C000642,H040,CASAN,Florianópolis - Trindade,Reitoria I,1.0,0.0,0.0,0.0,1.0,35846.0,32917.0,692.0,Lido,0.0,7421.47,7421.47,-1402.66,0.0,0.0,13440.28,6,2019-06-20
H041 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296810.0,Trindade,C11C010608,H041,CASAN,Florianópolis - Trindade,CCE 1  Básico,1.0,0.0,1.0,0.0,2.0,12968.0,12481.0,22.0,Lido,0.0,151.58,151.58,-28.64,0.0,0.0,274.52,6,2019-06-20
H042 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296802.0,Trindade,C11C001909,H042,CASAN,Florianópolis - Trindade,CCE 2  R. Eng. Andrey C. Ferreira,1.0,0.0,0.0,0.0,1.0,9287.0,9286.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,6,2019-06-20
H043 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,6816860.0,Trindade,A94S171408,H043,CASAN,Florianópolis - Trindade,Casa de Veg.  Depto. de Microbiologia,1.0,0.0,0.0,0.0,1.0,888.0,872.0,10.0,Lido,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,6,2019-06-20
H044 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296896.0,Trindade,C11C001908,H044,CASAN,Florianópolis - Trindade,CFM Oceanografia e entorno,1.0,0.0,0.0,0.0,1.0,3226.0,1955.0,201.0,Lido,0.0,2125.24,2125.24,-401.66,0.0,0.0,3848.82,6,2019-06-20
H045 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296772.0,Trindade,,H045,CASAN,Florianópolis - Trindade,"Museologia e MArquE (MU01, MU10 e CFH09)",1.0,0.0,0.0,0.0,1.0,1206.0,1151.0,13.0,Lido,0.0,97.36,97.36,-18.41,0.0,0.0,176.31,6,2019-06-20
H046 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296780.0,Trindade,B10C017966,H046,CASAN,Florianópolis - Trindade,CCB Botânica,1.0,0.0,0.0,0.0,1.0,5213.0,4523.0,112.0,Lido,0.0,1165.24,1165.24,-220.22,0.0,0.0,2110.26,6,2019-06-20
H047 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296837.0,Trindade,C11C009598,H047,CASAN,Florianópolis - Trindade,"NDI, MArquE, APUFSC, Escoteiro e Horta",1.0,0.0,0.0,0.0,1.0,7853.0,6170.0,174.0,Informado,0.0,1834.01,1834.01,-346.62,0.0,0.0,3321.4,6,2019-06-20
H048 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296764.0,Trindade,C11C001910,H048,CASAN,Florianópolis - Trindade,Centro de Filosofia e Humanas 1,1.0,0.0,0.0,0.0,1.0,26693.0,24196.0,1033.0,Informado,0.0,11099.7,11099.7,-2097.84,0.0,0.0,20101.56,6,2019-06-20
H049 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9197478.0,Trindade,B10C019220,H049,CASAN,Florianópolis - Trindade,Centro de Educação 1,1.0,0.0,0.0,0.0,1.0,1759.0,12305.0,261.0,Lido,0.0,2772.44,2772.44,-523.99,0.0,0.0,5020.89,6,2019-06-20
H050 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296748.0,Trindade,A13C020929,H050,CASAN,Florianópolis - Trindade,Centro de Educação 2,1.0,0.0,0.0,0.0,1.0,495.0,4553.0,10.0,Mínimo,0.0,65.0,65.0,-12.29,0.0,0.0,117.71,6,2019-06-20
H051 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296756.0,Trindade,A13C043944,H051,CASAN,Florianópolis - Trindade,Centro de Convivência,4.0,0.0,1.0,0.0,5.0,1040.0,943.0,50.0,Mínimo,0.0,325.02,325.02,-61.43,0.0,0.0,588.61,6,2019-06-20
H053 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296713.0,Trindade,C11C010440,H053,CASAN,Florianópolis - Trindade,"Centro de Eventos, NUMA, Editora UFSC, EGC",1.0,0.0,0.0,0.0,1.0,10430.0,7713.0,993.0,Informado,0.0,10668.23,10668.23,-2016.29,0.0,0.0,19320.17,6,2019-06-20
H054 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,6923020.0,Trindade,B17C002561,H054,CASAN,Florianópolis - Trindade,Arquitetura e Urbanismo,1.0,0.0,0.0,0.0,1.0,9518.0,7730.0,435.0,Lido,0.0,4649.31,4649.31,-878.72,0.0,0.0,8419.9,6,2019-06-20
H055 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296705.0,Trindade,G15AA00021,H055,CASAN,Florianópolis - Trindade,Centro de Desportos,1.0,0.0,1.0,0.0,2.0,357.0,172427.0,3599.0,Lido,0.0,43602.7,0.0,-4120.46,0.0,0.0,39482.24,6,2019-06-20
H056 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296721.0,Trindade,E11C000742,H056,CASAN,Florianópolis - Trindade,"Restaurante Universitário 2 e entorno: LABIME, LCME, Aloj. E. Indígena, RU Adm, RU03, RU09",1.0,0.0,1.0,0.0,2.0,65648.0,57684.0,1094.0,Informado,0.0,13097.57,13097.57,-2475.44,0.0,0.0,23719.7,6,2019-06-20
H057 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2297108.0,Trindade,A95L322012,H057,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária - Oficina, Serralheria e Mecânica (PU11)",1.0,0.0,0.0,0.0,1.0,109.0,3934.0,34.0,Informado,0.0,323.88,0.0,-30.62,0.0,0.0,293.26,6,2019-06-20
H058 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,9611070.0,Trindade,C11C005856,H058,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 2 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,931.0,31404.0,190.0,Lido,0.0,2006.59,2006.59,-379.25,0.0,0.0,3633.93,6,2019-06-20
H059 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296675.0,Trindade,A13C020930,H059,CASAN,Florianópolis - Trindade,CTC - Setic e Almoxarifado (CTC 8 e 14),1.0,0.0,0.0,0.0,1.0,1685.0,1581.0,22.0,Lido,0.0,194.44,194.44,-36.76,0.0,0.0,352.12,6,2019-06-20
H060 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,5329663.0,Trindade,A13C021299,H060,CASAN,Florianópolis - Trindade,Reitoria II,1.0,0.0,0.0,0.0,1.0,1809.0,582.0,39.0,Médio,0.0,377.82,377.82,-71.41,0.0,0.0,684.23,6,2019-06-20
H061 2019 Junho,Medidor faturado pela UFSC,2019.0,Junho,2296870.0,Trindade,B10C013871,H061,CASAN,Florianópolis - Trindade,CCB Anatômico,1.0,0.0,1.0,0.0,2.0,739.0,10561.0,49.0,Lido,0.0,442.82,442.82,-83.7,0.0,0.0,801.94,6,2019-06-20
