CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297094.0,Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1210.0,1239.0,29.0,Lido,0,269.95,0.0,-25.51,0.0,0.0,244.44,10,2019-10-20
H002 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297116.0,Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,5743.0,5769.0,26.0,Lido,0,194.73,0.0,-18.41,0.0,0.0,176.32,10,2019-10-20
H003 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297124.0,Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,17076.0,17440.0,364.0,Lido,0,3883.46,0.0,-366.98,0.0,0.0,3516.48,10,2019-10-20
H004 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297086.0,Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,2618.0,2659.0,41.0,informado,CONFIRMACAO LEITURA,399.39,0.0,-37.74,0.0,0.0,361.65,10,2019-10-20
H005 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297078.0,Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,19534.0,19639.0,105.0,Lido,0,1089.73,0.0,-102.98,0.0,0.0,986.75,10,2019-10-20
H006 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,9185569.0,Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,Mínimo,0,65.0,0.0,-6.14,0.0,0.0,58.86,10,2019-10-20
H007 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,9185550.0,Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,517.0,679.0,162.0,informado,ALTO CONSUMO: O VOLUME FORNECIDO ULTRAPASSOU 30% A SUA MÉDIA. VERIFIQUE AS INSTALAÇÕES INTERNAS E EVITE DESPERDÍCIOS.,1704.57,0.0,-161.09,0.0,0.0,1543.48,10,2019-10-20
H008 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297159.0,Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,27866.0,28642.0,776.0,Lido,0,8327.54,0.0,-786.96,0.0,0.0,7540.58,10,2019-10-20
H009 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297140.0,Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,27.0,32.0,10.0,Mínimo,0,65.0,0.0,-6.14,0.0,0.0,58.86,10,2019-10-20
H010 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2297132.0,Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,1464.0,1502.0,38.0,Lido,0,367.03,0.0,-34.69,0.0,0.0,332.34,10,2019-10-20
H011 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,8149615.0,Trindade,C11C005249,H011,CASAN,Florianópolis - Trindade,"CCB - Blocos A, B, C e D - 1 - Córrego Grande",1.0,0.0,0.0,0.0,1.0,35064.0,35367.0,303.0,informado,CONFIRMACAO LEITURA,3225.48,0.0,-304.8,0.0,0.0,2920.68,10,2019-10-20
H014 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,17859999.0,Trindade,J15AA00002,H014,CASAN,Florianópolis  HU,Hospital Universitário - EBSERH,51.0,0.0,6.0,1.0,58.0,599484.0,610139.0,10655.0,Lido,0,114677.22,114677.22,-21853.879999999997,0.0,18172.76,225673.32,10,2019-10-20
H015 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2296918.0,Trindade,B10C013878,H015,CASAN,Florianópolis - Trindade,Moradia Estudantil - Casa,1.0,0.0,0.0,0.0,1.0,30.0,61.0,31.0,Lido,0,291.52,291.52,-55.1,0.0,0.0,527.94,10,2019-10-20
H017 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2296950.0,Trindade,C11C001906,H017,CASAN,Florianópolis - Trindade,CCS - Centro de Ciências da Saúde,1.0,0.0,0.0,0.0,1.0,4255.0,4836.0,581.0,Lido,0,6224.15,6224.15,-1176.36,0.0,0.0,11271.94,10,2019-10-20
H018 2019 Outubro,Medidor faturado pela UFSC,2019.0,Outubro,2296640.0,Trindade,A13C043935,H018,CASAN,Florianópolis - Trindade,SSI - Secretaria de Assuntos Institucionais,1.0,0.0,0.0,0.0,1.0,2716.0,2762.0,46.0,Lido,0,453.32,453.32,-85.68,0.0,0.0,820.96,10,2019-10-20
