CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297094.0,2017-10-19,A16S366817,H001,CASAN,Florianópolis,Almoxarifado,1.0,0.0,0.0,0.0,1.0,374.0,414.0,40.0,Lido,,372.26,,-35.18,,,337.08,10,2017-10-20
H002 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297116.0,2017-10-19,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,0.0,0.0,0.0,2.0,4276.0,4319.0,43.0,Lido,,362.2,,-34.23,,,327.97,10,2017-10-20
H003 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297124.0,2017-10-19,C11C010369,H003,CASAN,Florianópolis,Biotério Central,1.0,0.0,0.0,0.0,1.0,9179.0,9536.0,357.0,Lido,,3647.82,,-344.72,,,3303.1,10,2017-10-20
H004 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297086.0,2017-10-19,Y11C059545,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,0.0,0.0,0.0,1.0,2522.0,2650.0,128.0,Lido,,1281.56,,-121.11,,,1160.45,10,2017-10-20
H005 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297078.0,2017-10-19,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,0.0,0.0,0.0,1.0,10877.0,11245.0,368.0,Lido,,3761.48,,-355.45,,,3406.03,10,2017-10-20
H006 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,9185569.0,2017-10-19,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,0.0,0.0,0.0,1.0,2862.0,2863.0,10.0,Mínimo,,62.27,,-5.88,,,56.39,10,2017-10-20
H007 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,9185550.0,2017-10-19,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,0.0,0.0,0.0,1.0,4062.0,4096.0,34.0,Lido,,310.26,,-29.32,,,280.94,10,2017-10-20
H008 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297159.0,2017-10-19,C11C010187,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,0.0,0.0,0.0,1.0,10030.0,10450.0,420.0,Lido,,4298.8,,-406.23,,,3892.57,10,2017-10-20
H009 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297140.0,2017-10-19,Y11C052787,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,0.0,0.0,0.0,1.0,2473.0,2496.0,23.0,Lido,,196.6,,-18.59,,,178.01,10,2017-10-20
H010 2017 Outubro,Medidor faturado pela UFSC,2017.0,Outubro,2297132.0,2017-10-19,C11C010472,H010,CASAN,Florianópolis,ETUSC,1.0,0.0,0.0,0.0,1.0,401.0,441.0,40.0,Lido,,372.26,,-35.18,,,337.08,10,2017-10-20
