CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H047 2013 Agosto,40,2013,Agosto,2296837,2013-08-19,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,1775,144,-1631,178,Lido,,1275.42,1275.42,-241.06,,,2309.78,2309.78,0
H048 2013 Agosto,41,2013,Agosto,2296764,2013-08-19,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,4764,5092,328,328,Lido,,2374.75,2374.75,-448.83,,,4300.67,4300.67,0
H049 2013 Agosto,42,2013,Agosto,9197478,2013-08-19,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,1804,250,-1554,222,Informado,,1597.89,1597.89,-302.0,,,2893.78,2893.78,0
H050 2013 Agosto,43,2013,Agosto,2296748,2013-08-19,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2920,2920,0,10,Lido,,44.16,44.16,-8.34,,,79.98,79.98,0
H051 2013 Agosto,44,2013,Agosto,2296756,2013-08-19,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1882,1913,31,60,Mínimo,,264.96,264.96,-50.08,,,479.84,479.84,0
H052 2013 Agosto,45,2013,Agosto,2296730,2013-08-19,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,10809,11378,569,569,Médio,,5122.08,5122.08,-968.07,,,9276.09,9276.09,0
H053 2013 Agosto,46,2013,Agosto,2296713,2013-08-19,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,13220,14533,1313,1313,Lido,,9593.72,9593.72,-1813.21,,,17374.23,17374.23,0
H054 2013 Agosto,47,2013,Agosto,6923020,2013-08-19,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,18400,163,-18237,366,Informado,,2653.25,2653.25,-501.47,,,4805.03,4805.03,0
H055 2013 Agosto,48,2013,Agosto,2296705,2013-08-19,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,46419,50179,3760,3760,Lido,,30957.65,,-2925.5,,,28032.15,28032.15,0
H056 2013 Agosto,49,2013,Agosto,2296721,2013-08-19,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,75316,76716,1400,1400,Lido,,11430.9,11430.9,-2160.44,,,20701.36,20701.36,0
H057 2013 Agosto,50,2013,Agosto,2297108,2013-08-19,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1577,1594,17,17,Lido,,95.46,,-9.01,,,86.45,86.45,0
H058 2013 Agosto,51,2013,Agosto,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,3812,4279,467,467,Lido,,3393.47,3393.47,-641.37,,,6145.57,6145.57,0
H059 2013 Agosto,52,2013,Agosto,2296675,2013-08-19,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8123,8152,29,29,Lido,,183.41,183.41,-34.66,,,332.16,332.16,0
H060 2013 Agosto,53,2013,Agosto,5329663,2013-08-20,E11C001350,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,374,385,11,11,,,48.2,48.2,-9.11,,,87.29,87.29,0
H061 2013 Agosto,54,2013,Agosto,2296870,2013-08-19,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,5027,79,-4948,137,Lido,,980.77,980.77,-185.37,,,1776.17,1776.17,0
H062 2013 Agosto,55,2013,Agosto,15023672,2013-08-22,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,0,10,10,10,Médio,,44.16,,,,,44.16,44.16,0
H072 2013 Agosto,56,2013,Agosto,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,9106,72,-9034,253,,,1825.08,,-172.46,,,1652.62,1652.62,0
H073 2013 Agosto,57,2013,Agosto,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4888,5002,114,114,,,806.36,,-76.2,,,730.16,730.16,0
H074 2013 Agosto,58,2013,Agosto,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,9135,283,-8852,681,,,4961.85,,-468.9,,,4492.95,4492.95,0
H081 2013 Agosto,59,2013,Agosto,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,631,687,56,56,,,381.29,381.29,-72.07,,,690.51,690.51,0
H082 2013 Agosto,60,2013,Agosto,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,6409,6558,149,149,,,1062.88,,-100.45,,,962.43,962.43,0
H083 2013 Agosto,61,2013,Agosto,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,508,514,6,28,,,176.08,176.08,-33.27,,,318.89,318.89,0
H084 2013 Agosto,62,2013,Agosto,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,484,512,28,28,,,176.08,176.08,-33.27,,,318.89,318.89,0
H085 2013 Agosto,63,2013,Agosto,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,89,91,2,10,,,44.16,,-4.17,,,39.99,39.99,0
H086 2013 Agosto,64,2013,Agosto,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,13,13,0,10,,,44.16,,-4.17,,,39.99,39.99,0
H087 2013 Agosto,65,2013,Agosto,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3750,3811,61,61,,,417.93,,-39.5,,,378.43,378.43,0
H088 2013 Agosto,66,2013,Agosto,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,15,16,1,10,,,44.16,44.16,-8.34,,,79.98,79.98,0
H089 2013 Agosto,67,2013,Agosto,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,32022,32380,358,358,,,2594.62,2594.62,-490.38,,,4698.86,4698.86,0
H090 2013 Agosto,68,2013,Agosto,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,450,562,112,112,,,791.71,791.71,-149.62,,,1433.8,1433.8,0
H106 2013 Agosto,69,2013,Agosto,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,105,108,3,10,,,44.16,,-4.17,,,39.99,39.99,0
