CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H019 2013 Julho,16,2013,Julho,9097821,2013-07-18,793193,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,2441.0,2547,106,106,Lido,,678.03,678.03,-128.14,,,1227.92,1227.92,0
H020 2013 Julho,17,2013,Julho,2296829,2013-07-18,C09B271060,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,19240.0,19709,469,469,Lido,,3190.54,3190.54,-603.01,,,5778.07,5778.07,0
H021 2013 Julho,18,2013,Julho,2296632,2013-07-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,618.0,630,12,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H023 2013 Julho,19,2013,Julho,2296934,2013-07-18,A93S053431,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,3168.0,3487,319,319,Lido,,2206.54,2206.54,-417.04,,,3996.04,3996.04,0
H024 2013 Julho,20,2013,Julho,2296926,2013-07-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,123.0,132,9,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H025 2013 Julho,21,2013,Julho,2296900,2013-07-18,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,5526.0,5892,366,366,Lido,,2483.86,2483.86,-469.45,,,4498.27,4498.27,0
H026 2013 Julho,22,2013,Julho,9912770,2013-07-18,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,2346.0,2388,42,42,Lido,,260.89,260.89,-49.31,,,472.47,472.47,0
H027 2013 Julho,23,2013,Julho,2296888,2013-07-18,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,5728.0,6006,278,278,Lido,,2010.31,2010.31,-379.95,,,3640.67,3640.67,0
H028 2013 Julho,24,2013,Julho,6205615,2013-07-18,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408.0,7408,0,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H029 2013 Julho,25,2013,Julho,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1871.0,1872,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H030 2013 Julho,26,2013,Julho,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,1817.0,2454,637,637,,,2570.29,2570.29,-485.79,,,4654.79,4654.79,0
H032 2013 Julho,27,2013,Julho,2296659,2013-07-18,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,7450.0,8082,632,632,Lido,,4308.88,4308.88,-814.38,,,7803.38,7803.38,0
H033 2013 Julho,28,2013,Julho,2296667,2013-07-18,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,13740.0,13952,212,212,Lido,,1499.09,1499.09,-283.33,,,2714.85,2714.85,0
H034 2013 Julho,29,2013,Julho,8416621,2013-07-18,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,4557.0,4718,161,161,Lido,,1077.35,1077.35,-203.63,,,1951.07,1951.07,0
H035 2013 Julho,30,2013,Julho,2296845,2013-07-18,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2445.0,2447,2,75,Informado,,487.31,487.31,-92.11,,,882.51,882.51,0
H037 2013 Julho,31,2013,Julho,6435548,2013-07-18,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5689.0,5827,138,138,Lido,,892.28,892.28,-168.65,,,1615.91,1615.91,0
H038 2013 Julho,32,2013,Julho,2296683,2013-07-18,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,39262.0,39366,104,104,Lido,,686.27,686.27,-129.71,,,1242.83,1242.83,0
H040 2013 Julho,33,2013,Julho,2296691,2013-07-18,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,1252.0,1689,437,437,Lido,,2970.99,2970.99,-561.52,,,5380.46,5380.46,0
H041 2013 Julho,34,2013,Julho,2296810,2013-07-18,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,8494.0,9026,532,532,Lido,,3977.75,3977.75,-751.8,,,7203.7,7203.7,0
H042 2013 Julho,35,2013,Julho,2296802,2013-07-18,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,4107.0,4452,345,345,Lido,,2339.78,2339.78,-442.23,,,4237.33,4237.33,0
H043 2013 Julho,36,2013,Julho,6816860,2013-07-18,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,504.0,511,7,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Julho,37,2013,Julho,2296896,2013-07-18,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,3412.0,3600,188,188,Lido,,1262.6,1262.6,-238.63,,,2286.57,2286.57,0
H045 2013 Julho,38,2013,Julho,2296772,2013-07-18,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,224.0,232,8,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H046 2013 Julho,39,2013,Julho,2296780,2013-07-18,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,6387.0,6575,188,188,Lido,,1262.6,1262.6,-238.63,,,2286.57,2286.57,0
H047 2013 Julho,40,2013,Julho,2296837,2013-07-18,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,1537.0,1775,238,238,Lido,,1605.65,1605.65,-303.46,,,2907.84,2907.84,0
H048 2013 Julho,41,2013,Julho,2296764,2013-07-18,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,4429.0,4764,335,335,Lido,,2271.17,2271.17,-429.25,,,4113.09,4113.09,0
H049 2013 Julho,42,2013,Julho,9197478,2013-07-18,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,1510.0,1804,294,294,Lido,,1989.86,1989.86,-376.09,,,3603.63,3603.63,0
H050 2013 Julho,43,2013,Julho,2296748,2013-07-18,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2920.0,2920,0,86,Informado,,562.78,562.78,-106.38,,,1019.18,1019.18,0
H051 2013 Julho,44,2013,Julho,2296756,2013-07-18,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1856.0,1882,26,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Julho,45,2013,Julho,2296730,2013-07-18,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,10311.0,10809,498,498,Médio,,4182.29,4182.29,-790.46,,,7574.12,7574.12,0
H053 2013 Julho,46,2013,Julho,2296713,2013-07-18,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,12345.0,13220,875,875,Lido,,5976.11,5976.11,-1129.49,,,10822.73,10822.73,0
H054 2013 Julho,47,2013,Julho,6923020,2013-07-18,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,18067.0,18400,333,333,Lido,,2257.44,2257.44,-426.66,,,4088.22,4088.22,0
H055 2013 Julho,48,2013,Julho,2296705,2013-07-18,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,42493.0,46419,3926,3926,Lido,,30266.99,,-2860.24,,,27406.75,27406.75,0
H056 2013 Julho,49,2013,Julho,2296721,2013-07-18,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,74124.0,75316,1192,1192,Lido,,9089.98,9089.98,-1718.01,,,16461.95,16461.95,0
H057 2013 Julho,50,2013,Julho,2297108,2013-07-18,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1565.0,1577,12,12,Lido,,55.06,,-5.2,,,49.86,49.86,0
H058 2013 Julho,51,2013,Julho,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,3285.0,3812,527,527,,,3588.48,3588.48,-678.22,,,6498.74,6498.74,0
H059 2013 Julho,52,2013,Julho,2296675,2013-07-18,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8090.0,8123,33,33,Lido,,199.14,199.14,-37.64,,,360.64,360.64,0
H061 2013 Julho,53,2013,Julho,2296870,2013-07-18,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4807.0,5027,220,220,Lido,,1561.06,1561.06,-295.03,,,2827.09,2827.09,0
H062 2013 Julho,54,2013,Julho,15023672,2013-07-26,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,,0,0,10,Mínimo,,41.34,503.14,,,,544.48,544.48,0
H072 2013 Julho,55,2013,Julho,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,8840.0,9106,266,266,,,1797.76,,-169.89,,,1627.87,1627.87,0
H073 2013 Julho,56,2013,Julho,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4790.0,4888,98,98,,,645.11,,-60.96,,,584.15,584.15,0
H074 2013 Julho,57,2013,Julho,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,8311.0,9135,824,824,,,5626.19,,-531.68,,,5094.51,5094.51,0
H081 2013 Julho,58,2013,Julho,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,576.0,631,55,55,,,350.09,350.09,-66.17,,,634.01,634.01,0
H082 2013 Julho,59,2013,Julho,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,6164.0,6409,245,245,,,1653.68,,-156.28,,,1497.4,1497.4,0
H083 2013 Julho,60,2013,Julho,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,505.0,508,3,30,,,178.56,178.56,-33.74,,,323.38,323.38,0
H084 2013 Julho,61,2013,Julho,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,381.0,484,103,103,,,679.41,679.41,-128.4,,,1230.42,1230.42,0
H085 2013 Julho,62,2013,Julho,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,87.0,89,2,10,,,41.34,,-3.9,,,37.44,37.44,0
H086 2013 Julho,63,2013,Julho,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,13.0,13,0,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Julho,64,2013,Julho,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3711.0,3750,39,39,,,240.31,,-22.7,,,217.61,217.61,0
H088 2013 Julho,65,2013,Julho,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,14.0,15,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Julho,66,2013,Julho,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,31812.0,32022,210,210,,,1413.54,1413.54,-267.16,,,2559.92,2559.92,0
H090 2013 Julho,67,2013,Julho,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,381.0,450,69,69,,,446.14,446.14,-84.32,,,807.96,807.96,0
H106 2013 Julho,68,2013,Julho,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,68.0,105,37,37,,,226.59,,-21.42,,,205.17,205.17,0
