CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297094.0,Florianópolis - Trindade,A16S366817,H001,CASAN,Florianópolis - Trindade,Almoxarifado e Transportes (PU 11 e 06),1.0,0.0,0.0,0.0,1.0,1238.0,1263.0,25.0,LIDO,OK,375.36,375.36,-70.94000000000005,0.0,0.0,679.78,6,2024-06-20
H002 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297116.0,Florianópolis - Trindade,A04S381708,H002,CASAN,Florianópolis - Trindade,"Patrimônio e Digitalização (DAG08 e 06), LAMAQ (CCB20)",1.0,0.0,1.0,0.0,2.0,2854.0,2908.0,54.0,LIDO,OK,822.28,822.28,-155.4199999999998,0.0,0.0,1489.14,6,2024-06-20
H003 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297124.0,Florianópolis - Trindade,C11C010369,H003,CASAN,Florianópolis - Trindade,Biotério Central (BIC 01 a 10),1.0,0.0,0.0,0.0,1.0,9570.0,10053.0,483.0,LIDO,OK,8568.98,8568.98,-1619.539999999999,0.0,0.0,15518.42,6,2024-06-20
H004 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297086.0,Florianópolis - Trindade,B17C002619,H004,CASAN,Florianópolis - Trindade,"PU - Carpintaria e Serralheria (DAG01, 02 e 03)",1.0,0.0,0.0,0.0,1.0,1663.0,1815.0,152.0,LIDO,OK,2647.39,2647.39,-500.3599999999997,0.0,0.0,4794.42,6,2024-06-20
H005 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297078.0,Florianópolis - Trindade,B10C010667,H005,CASAN,Florianópolis - Trindade,"Engenharia Química - (CTC 19, 20, 21, 24 e 46)",1.0,0.0,0.0,0.0,1.0,473.0,647.0,174.0,LIDO,ALTO CONSUMO,3040.97,3040.97,-574.7399999999998,0.0,0.0,5507.2,6,2024-06-20
H006 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,9185569.0,Florianópolis - Trindade,A11C032611,H006,CASAN,Florianópolis - Trindade,Eng. Civil Bloco D,1.0,0.0,0.0,0.0,1.0,229.0,234.0,5.0,LIDO,OK,75.16,75.16,-14.20999999999998,0.0,0.0,136.11,6,2024-06-20
H007 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,9185550.0,Florianópolis - Trindade,A11C047521,H007,CASAN,Florianópolis - Trindade,"Eng. Civil Bloco A, B e C",1.0,0.0,0.0,0.0,1.0,6658.0,6767.0,109.0,LIDO,OK,1878.12,1878.12,-354.9699999999998,0.0,0.0,3401.27,6,2024-06-20
H008 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297159.0,Florianópolis - Trindade,C11C010187,H008,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (Hid., Elé., Vidra.) e Redondo",1.0,0.0,0.0,0.0,1.0,1605.0,2139.0,534.0,LIDO/REVISÃO,ALTO CONSUMO,9481.37,9481.37,-1791.980000000003,0.0,0.0,17170.76,6,2024-06-20
H009 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297140.0,Florianópolis - Trindade,Y11C052787,H009,CASAN,Florianópolis - Trindade,PU - Prefeitura Universitária (Edificação antiga da PU),1.0,0.0,0.0,0.0,1.0,26.0,27.0,1.0,LIDO,ALTO CONSUMO,49.68,49.68,-9.39,0.0,0.0,89.97,6,2024-06-20
H010 2024 Junho,Medidor faturado pela UFSC,2024.0,Junho,2297132.0,Florianópolis - Trindade,C11C010472,H010,CASAN,Florianópolis - Trindade,"PU - Prefeitura Universitária (DPAE, DFO, DMPI)",1.0,0.0,0.0,0.0,1.0,2589.0,2611.0,22.0,LIDO/REVISÃO,CONSTRUIR ABRIGO,321.69,321.69,-60.78999999999996,0.0,0.0,582.59,6,2024-06-20
