CODIGO,CATEGORIA,ANO,MES,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,MES_N,Dtime
H001 2013 Abril,1,2013,Abril,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1,0,0,0,1,2110.0,2143,33,,,199.14,,-18.81,,,180.33,4,2013-04-20
H002 2013 Abril,2,2013,Abril,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2,0,0,0,2,2567.0,2580,20,,,82.68,,-7.82,,,74.86,4,2013-04-20
H003 2013 Abril,3,2013,Abril,2297124,2013-04-19,448,H003,CASAN,Florianópolis,Biotério Central,1,0,0,0,1,29654.0,30710,1056,Lido,,7217.95,,-682.1,,,6535.85,4,2013-04-20
H004 2013 Abril,4,2013,Abril,2297086,,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1,0,0,0,1,461.0,477,16,,,82.51,,-7.81,,,74.7,4,2013-04-20
H005 2013 Abril,5,2013,Abril,2297078,2013-04-19,,H005,CASAN,Florianópolis,Engenharia Química,1,0,0,0,1,5653.0,5984,331,Lido,,2243.72,,-212.03,,,2031.69,4,2013-04-20
H006 2013 Abril,6,2013,Abril,9185569,,,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1,0,0,0,1,409.0,494,85,,,555.92,,-52.53,,,503.39,4,2013-04-20
H007 2013 Abril,7,2013,Abril,9185550,,,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1,0,0,0,1,402.0,459,57,,,363.81,,-34.37,,,329.44,4,2013-04-20
H008 2013 Abril,8,2013,Abril,2297159,2013-04-19,,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1,0,0,0,1,9630.0,385,755,Lido,,5152.79,,-486.93,,,4665.86,4,2013-04-20
H009 2013 Abril,9,2013,Abril,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1,0,0,0,1,259.0,305,46,,,288.34,,-27.24,,,261.1,4,2013-04-20
H010 2013 Abril,10,2013,Abril,2297132,,C09B271050,H010,CASAN,Florianópolis,ETUSC,1,0,0,0,1,1135.0,1160,25,,,144.26,,-13.63,,,130.63,4,2013-04-20
H011 2013 Abril,11,2013,Abril,8149615,2013-04-19,,H011,CASAN,Florianópolis,CCB MIP 1,1,0,0,0,1,441.0,591,150,Lido,,1001.88,,-94.68,,,907.2,4,2013-04-20
H014 2013 Abril,12,2013,Abril,2296969,2013-04-19,J08CA00145,H014,CASAN,Florianópolis,Hospital Universitário,51,0,6,1,58,392186.0,404145,11959,Lido,,82127.4,82127.4,-15522.08,,,148732.72,4,2013-04-20
H015 2013 Abril,13,2013,Abril,2296918,2013-04-18,A95S021949,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,0,1,0,0,1,4729.0,4987,258,Médio,,2080.23,2080.23,-393.15,,,3767.31,4,2013-04-20
H017 2013 Abril,14,2013,Abril,2296950,2013-04-19,,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,0,0,0,0,0,27261.0,28256,995,Lido,,7564.05,7564.05,-1429.6,,,13698.5,4,2013-04-20
H018 2013 Abril,15,2013,Abril,2296640,2013-04-18,A10C017754,H018,CASAN,Florianópolis,DAE,1,0,0,0,1,525.0,540,15,Lido,,75.65,75.65,-14.29,,,137.01,4,2013-04-20
H019 2013 Abril,16,2013,Abril,9097821,2013-04-18,793193,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1,0,1,0,2,2005.0,2140,135,Lido,,902.67,902.67,-170.6,,,1634.74,4,2013-04-20
H020 2013 Abril,17,2013,Abril,2296829,2013-04-18,C09B271060,H020,CASAN,Florianópolis,Centro Socioeconômico,1,0,0,0,1,17066.0,17906,840,Lido,,5735.97,5735.97,-1084.1,,,10387.84,4,2013-04-20
H021 2013 Abril,18,2013,Abril,2296632,2013-04-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2,0,0,0,2,589.0,598,20,Mínimo,,82.68,82.68,-15.62,,,149.74,4,2013-04-20
H023 2013 Abril,19,2013,Abril,2296934,2013-04-18,A93S053431,H023,CASAN,Florianópolis,Associação Volantes 1,2,0,1,0,3,2285.0,2584,299,Lido,,2057.52,2057.52,-388.87,,,3726.17,4,2013-04-20
H024 2013 Abril,20,2013,Abril,2296926,2013-04-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1,0,1,0,2,109.0,110,20,Mínimo,,82.68,82.68,-15.62,,,149.74,4,2013-04-20
H025 2013 Abril,21,2013,Abril,2296900,2013-04-18,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1,0,0,0,1,4310.0,4672,362,Lido,,2456.41,2456.41,-464.26,,,4448.56,4,2013-04-20
H026 2013 Abril,22,2013,Abril,9912770,2013-04-18,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1,0,0,0,1,2148.0,2260,112,Lido,,741.16,741.16,-140.08,,,1342.24,4,2013-04-20
H027 2013 Abril,23,2013,Abril,2296888,2013-04-18,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1,0,1,0,2,4776.0,5054,278,Lido,,2010.31,2010.31,-379.95,,,3640.67,4,2013-04-20
