CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H023 2013 Junho,19,2013,Junho,2296934,2013-06-17,A93S053431,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,2857,3168,311,311,Lido,,2146.93,2146.93,-405.78,,,3888.08,3888.08,0
H024 2013 Junho,20,2013,Junho,2296926,2013-06-17,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,115,123,8,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H025 2013 Junho,21,2013,Junho,2296900,2013-06-17,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,5109,5526,417,417,Lido,,2833.77,2833.77,-535.59,,,5131.95,5131.95,0
H026 2013 Junho,22,2013,Junho,9912770,2013-06-17,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,2308,2346,38,38,Lido,,233.45,233.45,-44.12,,,422.78,422.78,0
H027 2013 Junho,23,2013,Junho,2296888,2013-06-17,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,5303,5728,425,425,Lido,,3148.94,3148.94,-595.16,,,5702.72,5702.72,0
H028 2013 Junho,24,2013,Junho,6205615,2013-06-17,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408,7408,0,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H029 2013 Junho,25,2013,Junho,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1871,1871,0,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H030 2013 Junho,26,2013,Junho,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,1151,1817,666,666,,,2719.16,2719.16,-513.92,,,4924.4,4924.4,0
H032 2013 Junho,27,2013,Junho,2296659,2013-06-17,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,6698,7450,752,752,Lido,,5132.2,5132.2,-969.98,,,9294.42,9294.42,0
H033 2013 Junho,28,2013,Junho,2296667,2013-06-17,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,13538,13740,202,202,Lido,,1421.63,1421.63,-268.69,,,2574.57,2574.57,0
H034 2013 Junho,29,2013,Junho,8416621,2013-06-17,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,4367,4557,190,190,Lido,,1276.32,1276.32,-241.23,,,2311.41,2311.41,0
H035 2013 Junho,30,2013,Junho,2296845,2013-06-17,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2519,2445,-74,77,Informado,,501.03,501.03,-94.69,,,907.37,907.37,0
H037 2013 Junho,31,2013,Junho,6435548,2013-06-17,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5575,5689,114,114,Lido,,727.62,727.62,-137.52,,,1317.72,1317.72,0
H038 2013 Junho,32,2013,Junho,2296683,2013-06-17,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,39137,39262,125,125,Lido,,830.36,830.36,-156.93,,,1503.79,1503.79,0
H040 2013 Junho,33,2013,Junho,2296691,2013-06-17,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,819,1252,433,433,Lido,,2943.54,2943.54,-556.33,,,5330.75,5330.75,0
H041 2013 Junho,34,2013,Junho,2296810,2013-06-17,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,8324,8494,170,170,Médio,,1173.77,1173.77,-221.85,,,2125.69,2125.69,0
H042 2013 Junho,35,2013,Junho,2296802,2013-06-17,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,3740,4107,367,367,Lido,,2490.72,2490.72,-470.74,,,4510.7,4510.7,0
H043 2013 Junho,36,2013,Junho,6816860,2013-06-17,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,498,504,6,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Junho,37,2013,Junho,2296896,2013-06-17,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,3204,3412,208,208,Lido,,1399.82,1399.82,-264.57,,,2535.07,2535.07,0
H045 2013 Junho,38,2013,Junho,2296772,2013-06-17,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,214,224,10,10,Lido,,41.34,41.34,-7.82,,,74.86,74.86,0
H046 2013 Junho,39,2013,Junho,2296780,2013-06-17,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,6167,6387,220,220,Lido,,1482.15,1482.15,-280.13,,,2684.17,2684.17,0
H047 2013 Junho,40,2013,Junho,2296837,2013-06-17,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,1323,1537,214,214,Lido,,1440.98,1440.98,-272.34,,,2609.62,2609.62,0
H048 2013 Junho,41,2013,Junho,2296764,2013-06-17,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,4094,4429,335,335,Lido,,2271.17,2271.17,-429.25,,,4113.09,4113.09,0
H049 2013 Junho,42,2013,Junho,9197478,2013-06-17,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,1221,1510,289,289,Lido,,1955.56,1955.56,-369.59,,,3541.53,3541.53,0
H050 2013 Junho,43,2013,Junho,2296748,2013-06-17,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2875,2920,45,45,Lido,,281.48,281.48,-53.2,,,509.76,509.76,0
H051 2013 Junho,44,2013,Junho,2296756,2013-06-17,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1828,1856,28,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Junho,45,2013,Junho,2296730,2013-06-17,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,9752,10311,559,559,Médio,,4708.76,4708.76,-889.96,,,8527.56,8527.56,0
H053 2013 Junho,46,2013,Junho,2296713,2013-06-17,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,10457,12345,1888,1888,Lido,,12926.3,12926.3,-2443.07,,,23409.53,23409.53,0
H054 2013 Junho,47,2013,Junho,6923020,2013-06-17,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,17768,18067,299,299,Lido,,2024.17,2024.17,-382.56,,,3665.78,3665.78,0
H055 2013 Junho,48,2013,Junho,2296705,2013-06-17,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,38250,42493,4243,4243,Médio,,32722.41,,-3092.27,,,29630.14,29630.14,0
H056 2013 Junho,49,2013,Junho,2296721,2013-06-17,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,72998,74124,1126,1126,Lido,,8578.75,8578.75,-1621.39,,,15536.11,15536.11,0
H057 2013 Junho,50,2013,Junho,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1554,1565,11,11,,,48.2,,-4.55,,,43.65,43.65,0
H058 2013 Junho,51,2013,Junho,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,2866,3285,419,419,,,2847.49,2847.49,-538.18,,,5156.8,5156.8,0
H059 2013 Junho,52,2013,Junho,2296675,2013-06-17,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8060,8090,30,30,Lido,,178.56,178.56,-33.74,,,323.38,323.38,0
H061 2013 Junho,53,2013,Junho,2296870,2013-06-17,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4664,4807,143,143,Lido,,964.63,964.63,-182.31,,,1746.95,1746.95,0
H072 2013 Junho,54,2013,Junho,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,8529,8840,311,311,,,2106.5,,-199.07,,,1907.43,1907.43,0
H073 2013 Junho,55,2013,Junho,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4714,4790,76,76,,,494.17,,-46.7,,,447.47,447.47,0
H074 2013 Junho,56,2013,Junho,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,7536,8311,775,775,,,5290.01,,-499.91,,,4790.1,4790.1,0
H081 2013 Junho,57,2013,Junho,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,510,576,66,66,,,425.56,425.56,349.45,,,1200.57,1200.57,0
H082 2013 Junho,58,2013,Junho,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5954,6164,210,210,,,1413.54,,-133.59,,,1279.95,1279.95,0
H083 2013 Junho,59,2013,Junho,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,467,505,38,38,,,233.45,233.45,-44.12,,,422.78,422.78,0
H084 2013 Junho,60,2013,Junho,9197419,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,150,381,231,231,,,1557.62,1557.62,-294.39,,,2820.85,2820.85,0
H085 2013 Junho,61,2013,Junho,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,82,87,5,10,,,41.34,,-3.9,,,37.44,37.44,0
H086 2013 Junho,62,2013,Junho,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,13,13,0,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Junho,63,2013,Junho,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3667,3711,44,44,,,274.61,,-25.95,,,248.66,248.66,0
H088 2013 Junho,64,2013,Junho,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,13,14,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Junho,65,2013,Junho,2347660,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,31393,31812,419,419,,,2847.49,2847.49,-538.18,,,5156.8,5156.8,0
H090 2013 Junho,66,2013,Junho,2347679,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,347,381,34,34,,,206.0,206.0,-38.94,,,373.06,373.06,0
H106 2013 Junho,67,2013,Junho,14948508,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,58,68,10,10,,,41.34,,-3.9,,,37.44,37.44,0
