CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H029 2014 Maio,25.0,2014.0,Maio,7297220.0,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1889.0,1891.0,2.0,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H030 2014 Maio,26.0,2014.0,Maio,2296276.0,,,H030,CASAN,Florianópolis,Moradia Estudantil,,,,,0,9874.0,11116.0,1242.0,1242.0,,,7150.37,7150.37,-1351.42,,,12949.32,12949.32,0.0
H032 2014 Maio,27.0,2014.0,Maio,2296659.0,2014-05-16,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,13004.0,13090.0,86.0,86.0,Lido,,601.16,601.16,-113.62,,,1088.7,1088.7,0.0
H033 2014 Maio,28.0,2014.0,Maio,2296667.0,2014-05-16,C11C002632,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,1527.0,1750.0,223.0,223.0,Lido,,1692.34,1692.34,-319.85,,,3064.83,3064.83,0.0
H034 2014 Maio,29.0,2014.0,Maio,8416621.0,2014-05-16,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,5930.0,6038.0,108.0,108.0,Lido,,762.39,762.39,-144.09,,,1380.69,1380.69,0.0
H035 2014 Maio,30.0,2014.0,Maio,2296845.0,2014-05-16,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2500.0,2507.0,7.0,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H037 2014 Maio,31.0,2014.0,Maio,6435548.0,2014-05-16,Y13F347112,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,56.0,175.0,119.0,119.0,Lido,,813.88,813.88,-153.82,,,1473.94,1473.94,0.0
H038 2014 Maio,32.0,2014.0,Maio,2296683.0,2014-05-16,C11C005093,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,1603.0,1748.0,145.0,145.0,Lido,,1033.56,1033.56,-195.34,,,1871.78,1871.78,0.0
H040 2014 Maio,33.0,2014.0,Maio,2296691.0,2014-05-16,C11C000642,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,2900.0,3104.0,204.0,204.0,Lido,,1465.97,1465.97,-277.07,,,2654.87,2654.87,0.0
H041 2014 Maio,34.0,2014.0,Maio,2296810.0,2014-05-16,C11C000641,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,1704.0,10.0,-1694.0,151.0,Informado,,1096.61,1096.61,-207.26,,,1985.96,1985.96,0.0
H042 2014 Maio,35.0,2014.0,Maio,2296802.0,2014-05-16,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,7959.0,8320.0,361.0,361.0,Lido,,2616.6,2616.6,-494.54,,,4738.66,4738.66,0.0
H043 2014 Maio,36.0,2014.0,Maio,6816860.0,2014-05-16,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,572.0,578.0,6.0,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H044 2014 Maio,37.0,2014.0,Maio,2296896.0,2014-05-16,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,5890.0,6183.0,293.0,293.0,Lido,,2118.24,2118.24,-400.34,,,3836.14,3836.14,0.0
H045 2014 Maio,38.0,2014.0,Maio,2296772.0,2014-05-16,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,333.0,342.0,9.0,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H046 2014 Maio,39.0,2014.0,Maio,2296780.0,2014-05-16,B10C007949,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,1722.0,1857.0,135.0,135.0,Lido,,960.27,960.27,-181.5,,,1739.04,1739.04,0.0
H047 2014 Maio,40.0,2014.0,Maio,2296837.0,2014-05-16,B10C013876,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,3017.0,3682.0,665.0,665.0,Lido,,4844.59,4844.59,-915.63,,,8773.55,8773.55,0.0
H048 2014 Maio,41.0,2014.0,Maio,2296764.0,2014-05-16,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,7612.0,8027.0,415.0,415.0,Lido,,3012.36,3012.36,-569.34,,,5455.38,5455.38,0.0
H049 2014 Maio,42.0,2014.0,Maio,9197478.0,2014-05-16,B10C002846,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,3006.0,3317.0,311.0,311.0,Lido,,2250.16,2250.16,-425.28,,,4075.04,4075.04,0.0
H050 2014 Maio,43.0,2014.0,Maio,2296748.0,2014-05-16,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2948.0,2968.0,20.0,68.0,Informado,,469.24,469.24,-88.68,,,849.8,849.8,0.0
H051 2014 Maio,44.0,2014.0,Maio,2296756.0,2014-05-16,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,2331.0,2936.0,605.0,605.0,Lido,,4739.66,4739.66,-895.8,,,8583.52,8583.52,0.0
H052 2014 Maio,45.0,2014.0,Maio,2296730.0,2014-05-16,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,15827.0,16381.0,554.0,554.0,Médio,,4983.79,4983.79,-941.94,,,9025.64,9025.64,0.0
H053 2014 Maio,46.0,2014.0,Maio,2296713.0,2014-05-16,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,18963.0,19294.0,331.0,331.0,Lido,,2396.74,2396.74,-452.98,,,4340.5,4340.5,0.0
H054 2014 Maio,47.0,2014.0,Maio,6923020.0,2014-05-16,B10C002843,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,2762.0,3039.0,277.0,277.0,Lido,,2000.98,2000.98,-378.18,,,3623.78,3623.78,0.0
H055 2014 Maio,48.0,2014.0,Maio,2296705.0,2014-05-16,F11C000663,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,4020.0,8031.0,4011.0,4011.0,Médio,,33034.44,,-3121.74,,,29912.7,29912.7,0.0
H056 2014 Maio,49.0,2014.0,Maio,2296721.0,2014-05-16,F11C000547,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,2293.0,3133.0,840.0,840.0,Lido,,6797.43,6797.43,-1284.72,,,12310.14,12310.14,0.0
H057 2014 Maio,50.0,2014.0,Maio,2297108.0,2014-05-20,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1988.0,1997.0,9.0,10.0,Mínimo,,44.16,,-4.17,,,39.99,39.99,0.0
H058 2014 Maio,51.0,2014.0,Maio,9611070.0,2014-05-20,C11C005856,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,8666.0,9255.0,589.0,589.0,Lido,,4287.59,4287.59,-810.36,,,7764.82,7764.82,0.0
H059 2014 Maio,52.0,2014.0,Maio,2296675.0,2014-05-16,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8394.0,8418.0,24.0,24.0,Lido,,146.76,146.76,-27.75,,,265.77,265.77,0.0
H060 2014 Maio,53.0,2014.0,Maio,5329663.0,,,H060,CASAN,Florianópolis,Reitoria II,1.0,,,,1,757.0,800.0,43.0,43.0,,,286.01,286.01,-54.06,,,517.96,517.96,0.0
H061 2014 Maio,54.0,2014.0,Maio,2296870.0,2014-05-16,B10C013871,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,1817.0,2128.0,311.0,311.0,Lido,,2420.45,2420.45,-457.47,,,4383.43,4383.43,0.0
H062 2014 Maio,55.0,2014.0,Maio,15023672.0,2014-05-16,F11C000741,H062,CASAN,Florianópolis,CFM - Bloco EFI - R. Eng. Agr. Andrey C. Ferreira,1.0,,,,1,90.0,3798.0,3708.0,3708.0,Lido,,27146.43,,-2573.49,,86.27,24659.21,24659.21,0.0
H072 2014 Maio,56.0,2014.0,Maio,2297167.0,,,H072,CASAN,Florianópolis,CCA 1,,,,,0,1954.0,2139.0,185.0,185.0,,,1326.72,,-125.37,,,1201.35,1201.35,0.0
H073 2014 Maio,57.0,2014.0,Maio,2297175.0,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,,,,,0,5517.0,5597.0,80.0,80.0,,,557.18,,-52.65,,,504.53,504.53,0.0
H074 2014 Maio,58.0,2014.0,Maio,2297183.0,,,H074,CASAN,Florianópolis,CCA 2,,,,,0,8365.0,9510.0,1145.0,1145.0,,,8362.46,,-790.25,,,7572.21,7572.21,0.0
H076 2014 Maio,59.0,2014.0,Maio,2297361.0,,,H076,CASAN,Florianópolis,"Cidade das Abelhas - Rod. Virgílio Várzea, 2600",,,,,0,160.0,159.0,-1.0,10.0,,,44.16,,-4.17,,,39.99,39.99,0.0
H081 2014 Maio,60.0,2014.0,Maio,2295652.0,,,H081,CASAN,Florianópolis,UFSC do MEC,,,,,0,2198.0,89.0,-2109.0,151.0,,,1077.53,1077.53,-185.76,,,1969.3,1969.3,0.0
H082 2014 Maio,61.0,2014.0,Maio,5716594.0,,,H082,CASAN,Florianópolis,CCA - Tapera,,,,,0,1073.0,1293.0,220.0,200.0,,,1583.23,,-149.62,,,1433.61,1433.61,0.0
H083 2014 Maio,62.0,2014.0,Maio,6997937.0,,,H083,CASAN,Florianópolis,Casa da Arte,,,,,0,546.0,548.0,2.0,12.0,,,58.82,58.82,-11.12,,,106.52,106.52,0.0
H084 2014 Maio,63.0,2014.0,Maio,9197419.0,,,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,2086.0,2323.0,237.0,237.0,,,1707.82,1707.82,-322.78,,,3092.86,3092.86,0.0
H085 2014 Maio,64.0,2014.0,Maio,12791172.0,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,,,,,0,147.0,155.0,8.0,10.0,,,44.16,,-4.17,,,39.99,39.99,0.0
H086 2014 Maio,65.0,2014.0,Maio,12799408.0,,,H086,CASAN,Florianópolis,UFSC - Jurerê,,,,,0,25.0,25.0,0.0,10.0,,,44.16,,-4.17,,,39.99,39.99,0.0
H087 2014 Maio,66.0,2014.0,Maio,13018540.0,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,,,,,0,4079.0,4126.0,47.0,47.0,,,315.33,,-29.8,,,285.53,285.53,0.0
H088 2014 Maio,67.0,2014.0,Maio,2294605.0,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,,,,,0,22.0,23.0,1.0,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H089 2014 Maio,68.0,2014.0,Maio,2347660.0,,,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,2433.0,2944.0,511.0,511.0,,,3715.94,3715.94,-702.32,,,6729.56,6729.56,0.0
H090 2014 Maio,69.0,2014.0,Maio,2347679.0,,,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,2178.0,2183.0,5.0,10.0,,,44.16,44.16,-8.34,,,79.98,79.98,0.0
H106 2014 Maio,70.0,2014.0,Maio,14948508.0,,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,390.0,436.0,46.0,46.0,,,308.0,,-29.1,,,278.9,278.9,0.0
,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
