CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2014 Maio,1.0,2014.0,Maio,2297094.0,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2546.0,2574.0,28.0,28.0,,,176.08,,-16.63,,,159.45,159.45,0.0
H002 2014 Maio,2.0,2014.0,Maio,2297116.0,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2794.0,2799.0,5.0,20.0,,,88.32,,-8.34,,,79.98,79.98,0.0
H003 2014 Maio,3.0,2014.0,Maio,2297124.0,2014-05-20,F11C000559,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,3159.0,3472.0,313.0,313.0,Lido,,2264.82,,-214.02,,,2050.8,2050.8,0.0
H004 2014 Maio,4.0,2014.0,Maio,2297086.0,2014-05-20,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,761.0,795.0,34.0,34.0,Lido,,220.05,,-20.79,,,199.26,199.26,0.0
H005 2014 Maio,5.0,2014.0,Maio,2297078.0,,B10C010667,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,1728.0,1927.0,199.0,199.0,,,1429.32,,-135.07,,,1294.25,1294.25,0.0
H006 2014 Maio,6.0,2014.0,Maio,9185569.0,,A11C032611,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,1323.0,1388.0,65.0,65.0,,,447.25,,-42.27,,,404.98,404.98,0.0
H007 2014 Maio,7.0,2014.0,Maio,9185550.0,2014-05-20,A11C047521,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,1382.0,1406.0,24.0,24.0,Lido,,146.76,,-13.86,,,132.9,132.9,0.0
H008 2014 Maio,8.0,2014.0,Maio,2297159.0,,B10C010670,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,3608.0,4076.0,468.0,468.0,,,3400.8,,-321.38,,,3079.42,3079.42,0.0
H009 2014 Maio,9.0,2014.0,Maio,2297140.0,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,785.0,830.0,45.0,45.0,,,300.67,,-28.41,,,272.26,272.26,0.0
H010 2014 Maio,10.0,2014.0,Maio,2297132.0,,,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1460.0,1479.0,19.0,19.0,,,110.12,,-10.41,,,99.71,99.71,0.0
H011 2014 Maio,11.0,2014.0,Maio,8149615.0,2014-05-20,B10C010661,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,3408.0,4310.0,902.0,902.0,Lido,,6581.54,,-621.96,,,5959.58,5959.58,0.0
H014 2014 Maio,12.0,2014.0,Maio,2296969.0,2014-05-20,J13AA30050,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,8920.0,21403.0,12483.0,12483.0,Lido,,91671.07,91671.07,-17325.82,,,166016.32,166016.32,0.0
H015 2014 Maio,13.0,2014.0,Maio,2296918.0,2014-05-16,B10C013878,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,2082.0,2311.0,229.0,229.0,Médio,,1954.75,1954.75,-369.46,,,3540.04,3540.04,0.0
H017 2014 Maio,14.0,2014.0,Maio,2296950.0,2014-05-20,C11C000344,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,4428.0,5053.0,625.0,625.0,Lido,,4551.43,4551.43,-860.23,,,8242.63,8242.63,0.0
H018 2014 Maio,15.0,2014.0,Maio,2296640.0,2014-05-16,A10C017754,H018,CASAN,Florianópolis,DAE,1.0,,,,1,765.0,781.0,16.0,16.0,Lido,,88.13,88.13,-16.66,,,159.6,159.6,0.0
H019 2014 Maio,16.0,2014.0,Maio,9097821.0,2014-05-16,B10C012857,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,2257.0,342.0,-1915.0,343.0,Lido,,2685.23,2685.23,-507.5,,,4862.96,4862.96,0.0
H020 2014 Maio,17.0,2014.0,Maio,2296829.0,2014-05-16,C11C004462,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,7068.0,7518.0,450.0,450.0,Lido,,3268.88,3268.88,-617.82,,,5919.94,5919.94,0.0
H021 2014 Maio,18.0,2014.0,Maio,2296632.0,2014-05-16,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,781.0,802.0,21.0,21.0,Médio,,95.65,95.65,-18.07,,,173.23,173.23,0.0
H023 2014 Maio,19.0,2014.0,Maio,2296934.0,2014-05-16,B10C013880,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,2573.0,2882.0,309.0,309.0,Lido,,2277.42,2277.42,-430.44,,,4124.4,4124.4,0.0
H024 2014 Maio,20.0,2014.0,Maio,2296926.0,2014-05-16,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,155.0,159.0,4.0,20.0,Mínimo,,88.32,88.32,-16.7,,,159.94,159.94,0.0
H025 2014 Maio,21.0,2014.0,Maio,2296900.0,2014-05-16,C11C002633,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,4364.0,4864.0,500.0,500.0,Médio,,3635.32,3635.32,-687.08,,,6583.56,6583.56,0.0
H026 2014 Maio,22.0,2014.0,Maio,9912770.0,2014-05-16,B10C015985,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,262.0,294.0,32.0,32.0,Lido,,205.39,205.39,-38.82,,,371.96,371.96,0.0
H027 2014 Maio,23.0,2014.0,Maio,2296888.0,2014-05-16,C11C000341,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,2163.0,2505.0,342.0,342.0,Lido,,2676.95,2676.95,-505.95,,,4847.95,4847.95,0.0
H028 2014 Maio,24.0,2014.0,Maio,6205615.0,2014-05-16,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408.0,7408.0,0.0,10.0,Mínimo,,44.16,44.16,-8.34,,,79.98,79.98,0.0
