CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H001 2013 Abril,1,2013,Abril,2297094,,A00S096899,H001,CASAN,Florianópolis,Almoxarifado,1.0,,,,1,2110.0,2143,33,33,,,199.14,,-18.81,,,180.33,180.33,0
H002 2013 Abril,2,2013,Abril,2297116,,A04S381708,H002,CASAN,Florianópolis,Patrimônio e oficinas,2.0,,,,2,2567.0,2580,13,20,,,82.68,,-7.82,,,74.86,74.86,0
H003 2013 Abril,3,2013,Abril,2297124,2013-04-19,448,H003,CASAN,Florianópolis,Biotério Central,1.0,,,,1,29654.0,30710,1056,1056,Lido,,7217.95,,-682.1,,,6535.85,6535.85,0
H004 2013 Abril,4,2013,Abril,2297086,,A10C021011,H004,CASAN,Florianópolis,Almoxarifado Central,1.0,,,,1,461.0,477,16,16,,,82.51,,-7.81,,,74.7,74.7,0
H005 2013 Abril,5,2013,Abril,2297078,2013-04-19,,H005,CASAN,Florianópolis,Engenharia Química,1.0,,,,1,5653.0,5984,331,331,Lido,,2243.72,,-212.03,,,2031.69,2031.69,0
H006 2013 Abril,6,2013,Abril,9185569,,,H006,CASAN,Florianópolis,Eng. Civil Bloco T,1.0,,,,1,409.0,494,85,85,,,555.92,,-52.53,,,503.39,503.39,0
H007 2013 Abril,7,2013,Abril,9185550,,,H007,CASAN,Florianópolis,Eng. Civil Bloco V,1.0,,,,1,402.0,459,57,57,,,363.81,,-34.37,,,329.44,329.44,0
H008 2013 Abril,8,2013,Abril,2297159,2013-04-19,,H008,CASAN,Florianópolis,Prefeitura e Restaurante,1.0,,,,1,9630.0,385,-9245,755,Lido,,5152.79,,-486.93,,,4665.86,4665.86,0
H009 2013 Abril,9,2013,Abril,2297140,,,H009,CASAN,Florianópolis,Prefeitura Universitária,1.0,,,,1,259.0,305,46,46,,,288.34,,-27.24,,,261.1,261.1,0
H010 2013 Abril,10,2013,Abril,2297132,,C09B271050,H010,CASAN,Florianópolis,ETUSC,1.0,,,,1,1135.0,1160,25,25,,,144.26,,-13.63,,,130.63,130.63,0
H011 2013 Abril,11,2013,Abril,8149615,2013-04-19,,H011,CASAN,Florianópolis,CCB MIP 1,1.0,,,,1,441.0,591,150,150,Lido,,1001.88,,-94.68,,,907.2,907.2,0
H014 2013 Abril,12,2013,Abril,2296969,2013-04-19,J08CA00145,H014,CASAN,Florianópolis,Hospital Universitário,51.0,,6.0,1.0,58,392186.0,404145,11959,11959,Lido,,82127.4,82127.4,-15522.08,,,148732.72,148732.72,0
H015 2013 Abril,13,2013,Abril,2296918,2013-04-18,A95S021949,H015,CASAN,Florianópolis,Moradia Estudantil Pequena,,1.0,,,1,4729.0,4987,258,258,Médio,,2080.23,2080.23,-393.15,,,3767.31,3767.31,0
H017 2013 Abril,14,2013,Abril,2296950,2013-04-19,,H017,CASAN,Florianópolis,Centro de Ciências da Saúde,1.0,,,,1,27261.0,28256,995,995,Lido,,7564.05,7564.05,-1429.6,,,13698.5,13698.5,0
H018 2013 Abril,15,2013,Abril,2296640,2013-04-18,A10C017754,H018,CASAN,Florianópolis,DAE,1.0,,,,1,525.0,540,15,15,Lido,,75.65,75.65,-14.29,,,137.01,137.01,0
H019 2013 Abril,16,2013,Abril,9097821,2013-04-18,793193,H019,CASAN,Florianópolis,Centro Acadêmico Socioeconômico,1.0,,1.0,,2,2005.0,2140,135,135,Lido,,902.67,902.67,-170.6,,,1634.74,1634.74,0
H020 2013 Abril,17,2013,Abril,2296829,2013-04-18,C09B271060,H020,CASAN,Florianópolis,Centro Socioeconômico,1.0,,,,1,17066.0,17906,840,840,Lido,,5735.97,5735.97,-1084.1,,,10387.84,10387.84,0
H021 2013 Abril,18,2013,Abril,2296632,2013-04-18,B10C001813,H021,CASAN,Florianópolis,Igrejinha UFSC,2.0,,,,2,589.0,598,9,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H023 2013 Abril,19,2013,Abril,2296934,2013-04-18,A93S053431,H023,CASAN,Florianópolis,Associação Volantes 1,2.0,,1.0,,3,2285.0,2584,299,299,Lido,,2057.52,2057.52,-388.87,,,3726.17,3726.17,0
H024 2013 Abril,20,2013,Abril,2296926,2013-04-18,A96C161864,H024,CASAN,Florianópolis,Associação Volantes 2,1.0,,1.0,,2,109.0,110,1,20,Mínimo,,82.68,82.68,-15.62,,,149.74,149.74,0
H025 2013 Abril,21,2013,Abril,2296900,2013-04-18,D83S122687,H025,CASAN,Florianópolis,CFM Bloco A,1.0,,,,1,4310.0,4672,362,362,Lido,,2456.41,2456.41,-464.26,,,4448.56,4448.56,0
H026 2013 Abril,22,2013,Abril,9912770,2013-04-18,A11C032293,H026,CASAN,Florianópolis,CFM Bloco B,1.0,,,,1,2148.0,2260,112,112,Lido,,741.16,741.16,-140.08,,,1342.24,1342.24,0
H027 2013 Abril,23,2013,Abril,2296888,2013-04-18,654300,H027,CASAN,Florianópolis,Colégio Aplicação,1.0,,1.0,,2,4776.0,5054,278,278,Lido,,2010.31,2010.31,-379.95,,,3640.67,3640.67,0
H028 2013 Abril,24,2013,Abril,6205615,2013-04-18,A05S578084,H028,CASAN,Florianópolis,Nativas do Horto Botânico,1.0,,,,1,7408.0,7408,0,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H029 2013 Abril,25,2013,Abril,7297220,,,H029,CASAN,Florianópolis,Moradia Estudantil - Portaria,1.0,,,,1,1869.0,1870,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H030 2013 Abril,26,2013,Abril,2296276,,,H030,CASAN,Florianópolis,Moradia Estudantil,,30.0,,,30,5646.0,524,-5122,599,,,2375.22,2375.22,-448.91,,,4301.53,4301.53,0
H032 2013 Abril,27,2013,Abril,2296659,2013-04-18,C11C001977,H032,CASAN,Florianópolis,Biblioteca Central,1.0,,,,1,5172.0,5955,783,783,Lido,,5344.89,5344.89,-1010.18,,,9679.6,9679.6,0
H033 2013 Abril,28,2013,Abril,2296667,2013-04-18,C09B271075,H033,CASAN,Florianópolis,CTC 1 - R. Delfino Conti,1.0,,1.0,,2,13037.0,13298,261,261,Lido,,1878.63,1878.63,-355.06,,,3402.2,3402.2,0
H034 2013 Abril,29,2013,Abril,8416621,2013-04-18,C10C005432,H034,CASAN,Florianópolis,CTC Bloco L - R. Delfino Conti,1.0,,,,1,3983.0,4182,199,199,Lido,,1338.07,1338.07,-252.88,,,2423.26,2423.26,0
H035 2013 Abril,30,2013,Abril,2296845,2013-04-18,A91T139268,H035,CASAN,Florianópolis,CTC 2 - INEP,1.0,,,,1,2442.0,2442,0,80,Informado,,521.61,521.61,-98.58,,,944.64,944.64,0
H037 2013 Abril,31,2013,Abril,6435548,2013-04-18,C09B271046,H037,CASAN,Florianópolis,CTC Bloco A - POLO,1.0,,,1.0,2,5369.0,5472,103,103,Lido,,652.14,652.14,-123.26,,,1181.02,1181.02,0
H038 2013 Abril,32,2013,Abril,2296683,2013-04-18,C09B271063,H038,CASAN,Florianópolis,Pavilhão Eng. Mecânica,1.0,,,,1,39072.0,39137,65,825,Informado,,5633.06,5633.06,-1064.64,,,10201.48,10201.48,0
H040 2013 Abril,33,2013,Abril,2296691,2013-04-18,D96T001244,H040,CASAN,Florianópolis,Reitoria I,1.0,,,,1,336.0,574,238,238,Lido,,1605.65,1605.65,-303.46,,,2907.84,2907.84,0
H041 2013 Abril,34,2013,Abril,2296810,2013-04-18,C09B271043,H041,CASAN,Florianópolis,CCE 1 - Básico,1.0,,1.0,,2,7979.0,8148,169,169,Lido,,1166.02,1166.02,-220.38,,,2111.66,2111.66,0
H042 2013 Abril,35,2013,Abril,2296802,2013-04-18,C11C007092,H042,CASAN,Florianópolis,CCE 2 - R. Eng. Andrey C. Ferreira,1.0,,,,1,2332.0,3377,1045,1045,Lido,,7142.48,7142.48,-1349.93,,,12935.03,12935.03,0
H043 2013 Abril,36,2013,Abril,6816860,2013-04-18,A94S171408,H043,CASAN,Florianópolis,Casa de Veg. - Depto. Microbiologia,1.0,,,,1,484.0,491,7,10,Mínimo,,41.34,41.34,-7.82,,,74.86,74.86,0
H044 2013 Abril,37,2013,Abril,2296896,2013-04-18,C11C001100,H044,CASAN,Florianópolis,CCB Carvoeira 1 - Lab. de ensino e pesquisa,1.0,,,,1,2263.0,2995,732,732,Lido,,4994.98,4994.98,-944.05,,,9045.91,9045.91,0
H045 2013 Abril,38,2013,Abril,2296772,2013-04-18,B11C039161,H045,CASAN,Florianópolis,Museu de Antropologia,1.0,,,,1,190.0,203,13,13,Lido,,61.92,61.92,-11.7,,,112.14,112.14,0
H046 2013 Abril,39,2013,Abril,2296780,2013-04-18,A99S472251,H046,CASAN,Florianópolis,Horto Botânico,1.0,,,,1,5785.0,5997,212,212,Lido,,1427.26,1427.26,-269.76,,,2584.76,2584.76,0
H047 2013 Abril,40,2013,Abril,2296837,2013-04-18,A95S006744,H047,CASAN,Florianópolis,Creche UFSC,1.0,,,,1,598.0,1075,477,477,Lido,,3245.43,3245.43,-613.39,,,5877.47,5877.47,0
H048 2013 Abril,41,2013,Abril,2296764,2013-04-18,C11C004576,H048,CASAN,Florianópolis,Centro de Filosofia e Humanas 1,1.0,,,,1,3219.0,3636,417,417,Lido,,2833.77,2833.77,-535.59,,,5131.95,5131.95,0
H049 2013 Abril,42,2013,Abril,9197478,2013-04-18,A11C030894,H049,CASAN,Florianópolis,Centro de Educação 1,1.0,,,,1,744.0,924,180,180,Lido,,1207.71,1207.71,-228.25,,,2187.17,2187.17,0
