CODIGO,CATEGORIA,ANO,MÊS,MATRICULA,CAMPUS,N_HIDROMETRO,COD_HIDROMETRO,CONCESSIONARIA,CIDADE,LOCAL,ECON_PUB,ECON_RES,ECON_COM,ECON_IND,ECON_TOTAL,LEIT_ANT,LEIT_ATUAL,VOLUME_CONSUMIDO,VOLUME_FATURADO,OCORRENCIA,ANORMALIDADE,VALOR_AGUA,VALOR_ESGOTO,DESCONTOS,OUTROS,MULTAS_JUROS,VALOR_TOTAL,VERIFICACAO,DIFERENCA
H050 2013 Abril,43,2013,Abril,2296748,2013-04-18,C10C005435,H050,CASAN,Florianópolis,Centro de Educação 2,1.0,,,,1,2504.0,2691,187,187,Lido,,1255.74,1255.74,-237.32,,,2274.16,2274.16,0
H051 2013 Abril,44,2013,Abril,2296756,2013-04-18,A10C021613,H051,CASAN,Florianópolis,Centro de Convivência,1.0,,5.0,,6,1746.0,1788,42,60,Mínimo,,248.04,248.04,-46.87,,,449.21,449.21,0
H052 2013 Abril,45,2013,Abril,2296730,2013-04-18,A99S330478,H052,CASAN,Florianópolis,Restaurante Universitário 1,,,1.0,,1,,9163,9163,583,Médio,,4915.89,4915.89,-929.11,,,8902.67,8902.67,0
H053 2013 Abril,46,2013,Abril,2296713,2013-04-18,C11C001080,H053,CASAN,Florianópolis,Centro de Eventos,1.0,,,,1,8759.0,9598,839,839,Lido,,5729.11,5729.11,-1082.8,,,10375.42,10375.42,0
H054 2013 Abril,47,2013,Abril,6923020,2013-04-18,A97C099411,H054,CASAN,Florianópolis,Arquitetura e Urbanismo,1.0,,,,1,16876.0,17256,380,380,Lido,,2579.91,2579.91,-487.6,,,4672.22,4672.22,0
H055 2013 Abril,48,2013,Abril,2296705,2013-04-18,434,H055,CASAN,Florianópolis,Centro de Desportos,1.0,,1.0,,2,29770.0,33948,4178,4178,Médio,,32218.93,,-3044.69,,,29174.24,29174.24,0
H056 2013 Abril,49,2013,Abril,2296721,2013-04-18,000R128,H056,CASAN,Florianópolis,Restaurante Universitário 2,1.0,,1.0,,2,70751.0,71522,771,771,Lido,,5829.0,5829.0,-1101.68,,,10556.32,10556.32,0
H057 2013 Abril,50,2013,Abril,2297108,,A95L322012,H057,CASAN,Florianópolis,Setor da Hidráulica,1.0,,,,1,1513.0,1542,29,29,,,171.7,,-16.23,,,155.47,155.47,0
H058 2013 Abril,51,2013,Abril,9611070,,,H058,CASAN,Florianópolis,CCB MIP 2,1.0,,,,1,1703.0,2236,533,533,,,3629.64,3629.64,-686.01,,,6573.27,6573.27,0
H059 2013 Abril,52,2013,Abril,2296675,2013-04-18,C09B271069,H059,CASAN,Florianópolis,CTC 3,1.0,,,,1,8004.0,8029,25,25,Lido,,144.26,144.26,-27.28,,,261.24,261.24,0
H061 2013 Abril,53,2013,Abril,2296870,2013-04-18,A92S130327,H061,CASAN,Florianópolis,CCB Anatômico,1.0,,1.0,,2,4300.0,4464,164,164,Lido,,1127.29,1127.29,-213.06,,,2041.52,2041.52,0
H072 2013 Abril,54,2013,Abril,2297167,,,H072,CASAN,Florianópolis,CCA 1,1.0,,,,1,8000.0,8257,257,257,,,1736.01,,-164.05,,,1571.96,1571.96,0
H073 2013 Abril,55,2013,Abril,2297175,,,H073,CASAN,Florianópolis,Estação Experimental de Aquicultura,1.0,,,,1,4490.0,4634,144,144,,,960.71,,-90.78,,,869.93,869.93,0
H074 2013 Abril,56,2013,Abril,2297183,,,H074,CASAN,Florianópolis,CCA 2,1.0,,,,1,6070.0,6777,707,707,,,4823.46,,-455.81,,,4367.65,4367.65,0
H081 2013 Abril,57,2013,Abril,2295652,,,H081,CASAN,Florianópolis,UFSC do MEC,1.0,,,,1,385.0,456,71,71,,,459.86,459.86,-86.92,,,832.8,832.8,0
H082 2013 Abril,58,2013,Abril,5716594,,,H082,CASAN,Florianópolis,CCA - Tapera,1.0,,,,1,5590.0,5731,141,141,,,940.13,,-88.84,,,851.29,851.29,0
H083 2013 Abril,59,2013,Abril,6997937,,,H083,CASAN,Florianópolis,Casa da Arte,1.0,,,,1,435.0,463,28,28,,,164.84,164.84,-31.15,,,298.53,298.53,0
H084 2013 Abril,60,2013,Abril,9197419,,B10C000862,H084,CASAN,Florianópolis,"Centro de Pesquisa - Bc dos Coroas, SN",1.0,,,,1,5119.0,5191,72,72,Lido,,466.72,466.72,-88.21,,,845.23,845.23,0
H085 2013 Abril,61,2013,Abril,12791172,,,H085,CASAN,Florianópolis,Fortaleza de São José da Ponta Grossa,1.0,,,,1,79.0,80,1,10,,,41.34,,-3.9,,,37.44,37.44,0
H086 2013 Abril,62,2013,Abril,12799408,,,H086,CASAN,Florianópolis,UFSC - Jurerê,1.0,,,,1,9.0,11,2,10,,,41.34,,-3.9,,,37.44,37.44,0
H087 2013 Abril,63,2013,Abril,13018540,,,H087,CASAN,Florianópolis,UFSC-Sambaqui,1.0,,,,1,3581.0,3618,37,37,,,226.59,,-21.42,,,205.17,205.17,0
H088 2013 Abril,64,2013,Abril,2294605,,,H088,CASAN,Florianópolis,Casa Vida e Saúde,1.0,,,,1,11.0,12,1,10,,,41.34,41.34,-7.82,,,74.86,74.86,0
H089 2013 Abril,65,2013,Abril,2347660,2013-04-19,A05C011683,H089,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, 502",1.0,,,,1,30763.0,31063,300,300,Lido,,2031.03,2031.03,-383.86,,,3678.2,3678.2,0
H090 2013 Abril,66,2013,Abril,2347679,2013-04-19,Y11C068981,H090,CASAN,Florianópolis,"Estação de Maricultura Bc dos Coroas, SN",1.0,,,,1,302.0,318,16,16,Lido,,82.51,82.51,-15.59,,,149.43,149.43,0
H106 2013 Abril,67,2013,Abril,14948508,2013-04-16,B11C061116,H106,CASAN,Araquari,Barra do Itapocu - Baln. Barra do Sul,1.0,,,,1,38.0,48,10,10,Lido,,41.34,,-3.9,,,37.44,37.44,0
